file,status,error,bank_name,year,presence,tokens,out_tokens
1867 Western Financial Corporation_Y-6_2007-12-31_English_9085434,passed,,1867 Western Financial Corp,2007,both,7943,4025
1867 Western Financial Corporation_Y-6_2007-12-31_English_9085434_2,passed,,1867 Western Financial Corp,2007,both,8124,4004
"1889 Bancshares, Inc._Y-6_2007-12-31_English_9076414",passed,,"1889 Bancshares, Inc.",2007,both,7434,1000
"1889 Bancshares, Inc._Y-6_2007-12-31_English_9076414_2",passed,,"1889 Bancshares, Inc.",2007,both,7435,991
"1ST SUMMIT BANCORP of Johnstown, Inc._Y-6_2007-12-31_English_9223703",passed,,"1ST SUMMIT BANCORP OF JOHNSTOWN, INC.",2007,both,4269,2155
"1ST SUMMIT BANCORP of Johnstown, Inc._Y-6_2007-12-31_English_9223703_2",passed,,"1ST SUMMIT BANCORP OF JOHNSTOWN, INC.",2007,both,4287,2208
"1st Advantage Bancshares, Inc._Y-6_2007-12-31_English_8548709",passed,,"1st Advantage Bancshares, Inc.",2007,both,15043,2110
"1st Advantage Bancshares, Inc._Y-6_2007-12-31_English_8548709_2",passed,,"1st Advantage Bancshares, Inc.",2007,both,6050,2273
1st Centennial Bancorp._Y-6_2007-12-31_English_9085429,passed,,1st Centennial Bancorp,2007,insiders,6433,2119
1st Centennial Bancorp._Y-6_2007-12-31_English_9085429_2,passed,,1st Centennial Bancorp,2007,insiders,12588,2119
"1st Century Bancshares, Inc._Y-6_2007-12-31_English_9085433",passed,,"1ST CENTURY BANCSHARES, INC.",2007,insiders,16884,2790
"1st Century Bancshares, Inc._Y-6_2007-12-31_English_9085433_2",passed,,"1ST CENTURY BANCSHARES, INC.",2007,insiders,18901,2790
"1st Choice Bancorp, Inc._Y-6_2007-12-31_English_9092031",passed,,"1st Choice Bancorp, Inc.",2007,both,4792,2608
"1st Choice Bancorp, Inc._Y-6_2007-12-31_English_9092031_2",passed,,"1st Choice Bancorp, Inc.",2007,both,4851,2608
"1st Colonial Bancorp, Inc._Y-6_2007-12-31_English_9223705",passed,,"1st Colonial Bancorp, Inc.",2007,insiders,4584,2072
"1st Colonial Bancorp, Inc._Y-6_2007-12-31_English_9223705_2",passed,,"1st Colonial Bancorp, Inc.",2007,insiders,4584,2102
"1st Financial Bancshares, Inc._Y-6_2007-12-31_English_8619738",failed,Invalid \escape: line 186 column 55 (char 5087),,,,,
"1st Financial Bancshares, Inc._Y-6_2007-12-31_English_8619738_2",failed,Invalid \escape: line 186 column 55 (char 5090),,,,,
"1st Independence Financial Group, Inc._Y-6_2007-12-31_English_8593634",passed,,"1st Independence Financial Group, Inc.",2007,both,6470,2188
"1st Independence Financial Group, Inc._Y-6_2007-12-31_English_8593634_2",passed,,"1st Independence Financial Group, Inc.",2007,both,6374,2136
"1st Jackson Bancshares, Inc._Y-6_2007-12-31_English_9136195(1)",passed,,"1st Jackson Bancshares, Inc.",2007,insiders,2102,197
"1st Jackson Bancshares, Inc._Y-6_2007-12-31_English_9136195",passed,,"1st Jackson Bancshares, Inc.",2007,insiders,2102,197
"1st Jackson Bancshares, Inc._Y-6_2007-12-31_English_9136195_2(1)",passed,,"1st Jackson Bancshares, Inc.",2007,insiders,2102,197
"1st Jackson Bancshares, Inc._Y-6_2007-12-31_English_9136195_2",passed,,"1st Jackson Bancshares, Inc.",2007,insiders,2101,197
1st Pacific Bancorp_Y-6_2007-12-31_English_9074878,passed,,1st Pacific Bancorp,2007,insiders,6371,2196
