file,status,error,bank_name,year,presence,tokens,out_tokens
"1870 Holdings, Inc._Y-6_2012-12-31_English_6328388_2",passed,,"Western Illinois Bancshares, Inc.",2012,both,24060,2607
"1870 Holdings, Inc._Y-6_2012-12-31_English_6328388_4",passed,,"Western Illinois Bancshares, Inc.",2012,both,24080,2536
"1889 Bancshares, Inc._Y-6_2012-12-31_English_5739421_2",passed,,"1889 BANCSHARES, INC.",2012,both,13448,1353
"1889 Bancshares, Inc._Y-6_2012-12-31_English_5739421_4",passed,,"1889 BANCSHARES, INC.",2012,both,13500,1336
1895 MHC_Y-6_2012-12-31_English_5796660_2,passed,,1895 MHC,2012,both,4297,3960
1895 MHC_Y-6_2012-12-31_English_5796660_4,passed,,1895 MHC,2012,insiders,4297,3888
"1st Advantage Bancshares, Inc._Y-6_2012-12-31_English_6514345_2",passed,,"1st Advantage Bancshares, Inc.",2012,both,6728,1856
"1st Advantage Bancshares, Inc._Y-6_2012-12-31_English_6514345_4",passed,,"1st Advantage Bancshares, Inc.",2012,both,6727,1856
1st Constitution Bancorp_Y-6_2012-12-31_English_4215684_2,failed,"504 Gateway Timeout. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Timeout'}",,,,,
1st Constitution Bancorp_Y-6_2012-12-31_English_4215684_4,passed,,1st Constitution Bancorp,2012,both,3270,1236
"1st Jackson Bancshares, Inc._Y-6_2012-12-31_English_6176560_2",passed,,"1st Jackson Bancshares, Inc.",2012,none,3291,66
"1st Jackson Bancshares, Inc._Y-6_2012-12-31_English_6176560_4",passed,,"1st Jackson Bancshares, Inc.",2012,none,3284,66
1st Source Corporation_Y-6_2012-12-31_English_320806_2,passed,,1st Source Corporation,2012,both,25183,4849
1st Source Corporation_Y-6_2012-12-31_English_320806_4,passed,,1st Source Corporation,2012,both,25266,4874
"1st United Bancorporation, Inc._Y-6_2012-12-31_English_5987755_2",passed,,"1st United Bancorporation, Inc.",2012,both,5306,1816
"1st United Bancorporation, Inc._Y-6_2012-12-31_English_5987755_4",passed,,"1st United Bancorporation, Inc.",2012,both,5286,1815
2012 Waterford Commercial  Savings Bank Shareholders Voting Trust_Y-6_2014-12-31_English_1421972_2,passed,,2012 Waterford Commercial and Savings Bank Shareholder,2014,both,3285,642
2012 Waterford Commercial  Savings Bank Shareholders Voting Trust_Y-6_2014-12-31_English_1421972_4,passed,,Waterford Commercial & Savings Bank,2014,both,3264,637
2012 Waterford Commercial  Savings Bank Shareholders Voting Trust_Y-6_2016-12-31_English_54418146_2,passed,,2012 Waterford Commercial and Savings Bank Shareholders Voting Trust,2016,both,4423,667
2012 Waterford Commercial  Savings Bank Shareholders Voting Trust_Y-6_2016-12-31_English_54418146_4,failed,"504 Gateway Timeout. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Timeout'}",,,,,
2012 Waterford Commercial  Savings Bank Shareholders Voting Trust_Y-6_2019-12-31_English_155717891_2,passed,,2012 Waterford Commercial & Savings Bank Shareholders Voting Trust,2019,both,4292,1294
2012 Waterford Commercial  Savings Bank Shareholders Voting Trust_Y-6_2019-12-31_English_155717891_4,passed,,2012 Waterford Commercial & Savings Bank Shareholders Voting Trust,2019,both,4291,1297
2012 Waterford Commercial  Savings Bank Shareholders Voting Trust_Y-6_2022-12-31_English_218134770,passed,,2012 Waterford Commercial and Savings Bank Shareholders Voting Trust,2022,both,6125,5905
2012 Waterford Commercial  Savings Bank Shareholders Voting Trust_Y-6_2022-12-31_English_218134770_2,passed,,2012 Waterford Commercial & Savings Bank Shareholders Voting Trust,2022,both,6161,5874
215 Holding Co._Y-6_2012-12-31_English_5987762_2,passed,,215 Holding Co.,2012,both,25742,3156
215 Holding Co._Y-6_2012-12-31_English_5987762_4,passed,,215 Holding Co.,2012,both,20673,3161
"3MV Bancorp, Inc._Y-6_2012-12-31_English_5908667_2",passed,,"3MV BANCORP, INC.",2012,securities,49839,595
"3MV Bancorp, Inc._Y-6_2012-12-31_English_5908667_4",passed,,"3MV BANCORP, INC.",2012,both,57225,718
"A. E. Bancorp, Inc._Y-6_2012-12-31_English_4345696_2",passed,,"A. E. Bancorp, Inc.",2012,both,8335,1005
"A. E. Bancorp, Inc._Y-6_2012-12-31_English_4345696_4",passed,,"A. E. Bancorp, Inc.",2012,both,8335,1034
A. F. Gilmore Company_Y-6_2012-12-31_English_4068855_2,passed,,A.F. Gilmore Company,2012,both,26951,3127
A. F. Gilmore Company_Y-6_2012-12-31_English_4068855_4,passed,,A.F. Gilmore Company,2012,both,26946,3384
A. Wilbert's Sons Lumber and Shingle Company_Y-6_2012-12-31_English_6378803_2,passed,,A. WILBERT'S SONS LUMBER AND SHINGLE COMPANY,2012,both,4308,1767
A. Wilbert's Sons Lumber and Shingle Company_Y-6_2012-12-31_English_6378803_4,passed,,A. WILBERT'S SONS LUMBER AND SHINGLE COMPANY,2012,both,4308,1916
"ABCT Holdings, Inc._Y-6_2012-12-31_English_3423858_2",passed,,"ABCT Holdings, Inc",2012,both,3666,2018
"ABCT Holdings, Inc._Y-6_2012-12-31_English_3423858_4",passed,,"ABCT HOLDINGS, INC.",2012,both,2511,1999
"ABDO Investments, Inc._Y-6_2012-12-31_English_5987801_2",passed,,"Abdo Investment, Inc.",2012,both,7232,2586
"ABDO Investments, Inc._Y-6_2012-12-31_English_5987801_4",passed,,"Abdo Investment, Inc.",2012,both,7210,2438
"ABH Bancorp, Inc._Y-6_2012-12-31_English_5598630_2",passed,,"Worthington Financial Holdings, Inc.",2012,both,4798,1904
"ABH Bancorp, Inc._Y-6_2012-12-31_English_5598630_4",passed,,"Worthington Financial Holdings, Inc.",2012,insiders,4794,1241
"ABNA Holdings, Inc._Y-6_2012-12-31_English_3433178_2",passed,,"ABNA Holdings, Inc.",2012,both,3301,1231
"ABNA Holdings, Inc._Y-6_2012-12-31_English_3433178_4",passed,,"ARNA Holdings, Inc.",2012,both,3238,1202
"AFNB Holdings, Inc._Y-6_2012-12-31_English_3422092_2",passed,,AFNB Holdings Inc.,2012,both,4002,2654
"AFNB Holdings, Inc._Y-6_2012-12-31_English_3422092_4",passed,,AFNB Holdings Inc.,2012,both,4167,2651
"AIM Bancshares, Inc._Y-6_2012-12-31_English_3418550_2",passed,,"AIM Bancshares, Inc.",2012,both,2296,917
"AIM Bancshares, Inc._Y-6_2012-12-31_English_3418550_4",passed,,"AIM Bancshares, Inc.",2012,both,2316,1068
"AJJ Bancorp, Inc._Y-6_2012-12-31_English_5829987_2",passed,,"AJJ Bancorp, Inc.",2012,both,4693,779
"AJJ Bancorp, Inc._Y-6_2012-12-31_English_5829987_4",passed,,"AJJ Bancorp, Inc.",2012,both,4696,776
AMG National Corp._Y-6_2012-12-31_English_5549850_2,passed,,AMG National Corp.,2012,both,4765,1584
AMG National Corp._Y-6_2012-12-31_English_5549850_4,passed,,AMG National Corp.,2012,both,4755,1516
"ANB Bancorp, Inc._Y-6_2012-12-31_English_5874773_2",passed,,"ANB Bancorp, Inc.",2012,both,6588,984
"ANB Bancorp, Inc._Y-6_2012-12-31_English_5874773_4",passed,,"ANB Bancorp, Inc.",2012,both,6587,976
"ANB Bancshares, Inc._Y-6_2012-12-31_English_3427367_2",passed,,"ANB Bancshares, Inc.",2012,both,5303,4535
"ANB Bancshares, Inc._Y-6_2012-12-31_English_3427367_4",passed,,"ANB Bancshares, Inc.",2012,both,5267,3015
"ANB Holdings, Inc._Y-6_2012-12-31_English_5104272_2",passed,,"ANB Holdings, Inc.",2012,insiders,13861,1093
"ANB Holdings, Inc._Y-6_2012-12-31_English_5104272_4",failed,Invalid \escape: line 84 column 44 (char 2292),,,,,
"APM Bancorp, Inc._Y-6_2012-12-31_English_4359036_2",failed,Invalid \escape: line 120 column 86 (char 2948),,,,,
"APM Bancorp, Inc._Y-6_2012-12-31_English_4359036_4",passed,,"APM BANCORP, INC.",2012,both,3949,1983
"ASB Bancorp, Inc._Y-6_2012-12-31_English_6266491_2",passed,,"ASB Bancorp, Inc.",2012,both,6811,2362
"ASB Bancorp, Inc._Y-6_2012-12-31_English_6266491_4",passed,,"ASB Bancorp, Inc.",2012,both,6809,3280
ASB Management Corp_Y-6_2012-12-31_English_6514008_2,passed,,ASB Management Corp.,2012,both,9153,1832
ASB Management Corp_Y-6_2012-12-31_English_6514008_4,passed,,ASB MANAGEMENT CORP.,2012,both,9180,1840
"AVEST, Inc._Y-6_2012-12-31_English_3402453_2",passed,,"AVEST, Inc.",2012,both,9706,4405
"AVEST, Inc._Y-6_2012-12-31_English_3402453_4",passed,,"AVEST, Inc.",2012,both,9750,3721
Access National Corporation_Y-6_2012-12-31_English_6266440_2,passed,,Access National Corporation,2012,both,5272,1843
Access National Corporation_Y-6_2012-12-31_English_6266440_4,failed,"504 Gateway Timeout. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Timeout'}",,,,,
"Acme Holding Company, Inc._Y-6_2012-12-31_English_6513776_2",passed,,Acme Holding Co.,2012,both,5790,275
"Acme Holding Company, Inc._Y-6_2012-12-31_English_6513776_4",passed,,Acme Holding Co.,2012,securities,5786,154
"Adams Bancshares, Inc._Y-6_2012-12-31_English_5987756_2",passed,,"Adams Bancshares, Inc.",2012,both,6145,2688
"Adams Bancshares, Inc._Y-6_2012-12-31_English_5987756_4",passed,,"Adams Bancshares, Inc.",2012,both,6148,2768
"Adirondack Bancorp, Inc._Y-6_2012-12-31_English_5903766_2",failed,"504 Gateway Timeout. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Timeout'}",,,,,
"Adirondack Bancorp, Inc._Y-6_2012-12-31_English_5903766_4",passed,,"ADIRONDACK BANCORP, INC.",2012,both,10128,3570
"Adrian Bancshares, Inc._Y-6_2012-12-31_English_5955338_2",passed,,"ADRIAN BANCSHARES, INC.",2012,both,4934,1640
"Adrian Bancshares, Inc._Y-6_2012-12-31_English_5955338_4",passed,,"ADRIAN BANCSHARES, INC.",2012,both,4934,1650
"Advantage Community Bancshares, Inc._Y-6_2012-12-31_English_6155594_2",passed,,"Advantage Community Bancshares, Inc.",2012,insiders,10847,1223
"Advantage Community Bancshares, Inc._Y-6_2012-12-31_English_6155594_4",passed,,"Advantage Community Bancshares, Inc.",2012,insiders,10080,1254
Agricultural Banking Corporation_Y-6_2012-12-31_English_6584370_2,passed,,Agricultural Banking Corporation,2012,both,49117,3153
Agricultural Banking Corporation_Y-6_2012-12-31_English_6584370_4,passed,,Agricultural Banking Corporation,2012,both,45058,3265
"Alamerica BancCorp, Inc._Y-6_2012-12-31_English_5104271_2",failed,Invalid \escape: line 51 column 47 (char 1345),,,,,
"Alamerica BancCorp, Inc._Y-6_2012-12-31_English_5104271_4",failed,Invalid \escape: line 69 column 47 (char 1663),,,,,
"Alamosa Bancorporation, Ltd._Y-6_2012-12-31_English_5955166_2",passed,,"ALAMOSA BANCORPORATION, LTD.",2012,both,5684,1034
"Alamosa Bancorporation, Ltd._Y-6_2012-12-31_English_5955166_4",passed,,"ALAMOSA BANCORPORATION, LTD.",2012,both,5711,1006
Alarion Financial Services Inc._Y-6_2012-12-31_English_5809231_2,passed,,"Alarion Financial Services, Inc.",2012,insiders,4538,1406
Alarion Financial Services Inc._Y-6_2012-12-31_English_5809231_4,passed,,"Alarion Financial Services, Inc.",2012,insiders,4526,1715
"Alaska Pacific Bancshares, Inc._Y-6_2012-12-31_English_5894687_2",passed,,"Alaska Pacific Bancshares, Inc",2012,both,8423,4689
"Alaska Pacific Bancshares, Inc._Y-6_2012-12-31_English_5894687_4",passed,,"Alaska Pacific Bancshares, Inc",2012,both,9120,4739
Albank Corporation_Y-6_2012-12-31_English_5111972_2,passed,,Albank Corporation,2012,both,20307,3209
Albank Corporation_Y-6_2012-12-31_English_5111972_4,passed,,Albank Corporation,2012,both,20317,3426
"Albany Bancorp, Inc._Y-6_2012-12-31_English_5456224_2",passed,,"Albany Bancorp, Inc.",2012,both,5327,1942
"Albany Bancorp, Inc._Y-6_2012-12-31_English_5456224_4",passed,,"Albany Bancorp, Inc.",2012,both,5327,1939
"Albany Bancshares, Inc._Y-6_2012-12-31_English_4505980_2",passed,,"Albany Bancshares, Inc.",2012,both,4039,1170
"Albany Bancshares, Inc._Y-6_2012-12-31_English_4505980_4",passed,,"Albany Bancshares, Inc.",2012,both,4033,1162
Albert J. Ortte Family Limited Partnership_Y-6_2012-12-31_English_5743698_2,passed,,ALBERT J. ORTTE FAMILY LIMITED PARTNERSHIP,2012,both,4556,2631
Albert J. Ortte Family Limited Partnership_Y-6_2012-12-31_English_5743698_4,passed,,ALBERT J. ORTTE FAMILY LIMITED PARTNERSHIP,2012,both,4556,1970
"Albrecht Financial Services, Inc._Y-6_2012-12-31_English_4360915_2",passed,,Albrecht Financial Services Inc.,2012,both,9464,732
"Albrecht Financial Services, Inc._Y-6_2012-12-31_English_4360915_4",failed,Invalid \escape: line 42 column 57 (char 1055),,,,,
Alcar Inc._Y-6_2012-12-31_English_4214926_2,passed,,Alcar LLC,2012,both,4670,1396
Alcar Inc._Y-6_2012-12-31_English_4214926_4,passed,,Alcar LLC,2012,both,4667,1396
"Alden Bancshares, Inc._Y-6_2012-12-31_English_5907520_2",passed,,"ALDEN BANCSHARES, INC.",2012,both,9797,1578
"Alden Bancshares, Inc._Y-6_2012-12-31_English_5907520_4",passed,,"ALDEN BANCSHARES, INC.",2012,both,9520,1582
"Alfalfa County Bancshares, Inc._Y-6_2012-12-31_English_5946081_2",passed,,"Alfalfa County Bancshares, Inc.",2012,both,5327,990
"Alfalfa County Bancshares, Inc._Y-6_2012-12-31_English_5946081_4",passed,,"Alfalfa County Bancshares, Inc.",2012,both,5328,985
"AliKat Investments, Inc._Y-6_2012-12-31_English_5463288_2",passed,,"AliKat Investment, Inc",2012,both,35686,1236
"AliKat Investments, Inc._Y-6_2012-12-31_English_5463288_4",passed,,"AliKat Investment, Inc",2012,both,35566,1290
"Allcorp, Inc._Y-6_2012-12-31_English_5457090_2",passed,,"Allcorp, Inc.",2012,both,4370,821
"Allcorp, Inc._Y-6_2012-12-31_English_5457090_4",passed,,Allcorp Inc.,2012,both,16014,856
"Allegheny Bancshares, Inc._Y-6_2012-12-31_English_6266441_2",passed,,"Allegheny Bancshares, Inc.",2012,both,4341,1802
"Allegheny Bancshares, Inc._Y-6_2012-12-31_English_6266441_4",passed,,"Allegheny Bancshares, Inc.",2012,both,4337,1823
"Allegheny Valley Bancorp, Inc._Y-6_2012-12-31_English_4215269_2",passed,,"Allegheny Valley Bancorp, Inc.",2012,both,37600,1562
"Allegheny Valley Bancorp, Inc._Y-6_2012-12-31_English_4215269_4",passed,,"Allegheny Valley Bancorp, Inc.",2012,both,38121,1562
"Allendale Bancorp, Inc._Y-6_2012-12-31_English_6511972_2",passed,,"Allendale Bancorp, Inc.",2012,both,5127,1552
"Allendale Bancorp, Inc._Y-6_2012-12-31_English_6511972_4",passed,,"Allendale Bancorp, Inc.",2012,both,5127,1988
"Alliance Bancshares, Inc._Y-6_2012-12-31_English_5808122_2",passed,,"Alliance Bancshares, Inc.",2012,both,5474,1614
"Alliance Bancshares, Inc._Y-6_2012-12-31_English_5808122_4",passed,,"Alliance Bancshares, Inc.",2012,both,5380,1636
"Alliance Bancshares, Inc._Y-6_2012-12-31_English_6514278_2",passed,,"Alliance Bancshares, Inc.",2012,both,25624,1836
"Alliance Bancshares, Inc._Y-6_2012-12-31_English_6514278_4",passed,,"Alliance Bancshares, Inc.",2012,securities,38629,1439
"Alpha Banco, Inc._Y-6_2012-12-31_English_5132774_2",passed,,"Alpha Banco, Inc.",2012,both,7844,1159
"Alpha Banco, Inc._Y-6_2012-12-31_English_5132774_4",passed,,"Alpha Banco, Inc.",2012,both,7825,1162
"Alta Vista Bancshares, Inc._Y-6_2012-12-31_English_5955391_2",passed,,"Alta Vista Bancshares, Inc.",2012,both,7485,681
"Alta Vista Bancshares, Inc._Y-6_2012-12-31_English_5955391_4",passed,,"Alta Vista Bancshares, Inc.",2012,both,7485,681
Altabancorp_Y-6_2012-12-31_English_4081469_2,passed,,People's Utah Bancorp,2012,both,9253,2336
Altabancorp_Y-6_2012-12-31_English_4081469_4,passed,,People's Utah Bancorp,2012,both,9315,2431
"AmFirst Financial Services, Inc._Y-6_2012-12-31_English_5739402_2",passed,,"AMFIRST FINANCIAL SERVICES, INC.",2012,both,8758,994
"AmFirst Financial Services, Inc._Y-6_2012-12-31_English_5739402_4",passed,,"AMFIRST FINANCIAL SERVICES, INC.",2012,both,20086,1044
"Amador Bancshares, Inc._Y-6_2012-12-31_English_4065574_2",passed,,"Amador Bancshares, Inc.",2012,both,3115,1465
"Amador Bancshares, Inc._Y-6_2012-12-31_English_4065574_4",passed,,"Amador Bancshares, Inc.",2012,both,3114,1442
Amalgamated Investments Company_Y-6_2012-12-31_English_5461021_2,passed,,Amalgamated Investments Company,2012,both,4200,1289
Amalgamated Investments Company_Y-6_2012-12-31_English_5461021_4,passed,,Amalgamated Investments Company,2012,both,4207,1276
"Ambage, Inc._Y-6_2012-12-31_English_5549872_2",passed,,"Ambage, Inc.",2012,both,6352,1490
"Ambage, Inc._Y-6_2012-12-31_English_5549872_4",passed,,"Ambage, Inc.",2012,both,6477,2092
"Ambank Company, Inc._Y-6_2012-12-31_English_5462282_2",passed,,"Ambank Company, Inc.",2012,both,13582,1052
"Ambank Company, Inc._Y-6_2012-12-31_English_5462282_4",passed,,"Ambank Company, Inc.",2012,both,13585,1089
"Amcorp Financial, Inc._Y-6_2012-12-31_English_5808065_2",passed,,"AMCORP FINANCIAL, INC.",2012,both,5060,1531
"Amcorp Financial, Inc._Y-6_2012-12-31_English_5808065_4",passed,,"AMCORP FINANCIAL, INC.",2012,both,5064,1536
Amerant Bancorp Inc._Y-6_2012-12-31_English_5864832_2,passed,,Mercantil Commercebank Holding Corporation,2012,both,23992,8040
Amerant Bancorp Inc._Y-6_2012-12-31_English_5864832_4,passed,,Mercantil Commercebank Holding Corporation,2012,both,23530,8036
Ameri-National Corporation_Y-6_2012-12-31_English_5018338_2,passed,,Ameri-National Corporation,2012,both,6481,1426
Ameri-National Corporation_Y-6_2012-12-31_English_5018338_4,passed,,Ameri-National Corporation,2012,both,6668,1405
"AmeriGroup, Inc._Y-6_2012-12-31_English_5527455_2",passed,,"AMERIGROUP, INC.",2012,both,4850,1681
"AmeriGroup, Inc._Y-6_2012-12-31_English_5527455_4",passed,,"AMERIGROUP, INC.",2012,both,4828,1681
