file,status,error,bank_name,year,presence,tokens,out_tokens
1867 Western Financial Corporation_Y-6_1999-12-31_English_11395361,passed,,1867 WESTERN FINANCIAL CORPORATION,1999,both,8153,3734
1867 Western Financial Corporation_Y-6_1999-12-31_English_11395361_2,passed,,1867 WESTERN FINANCIAL CORPORATION,1999,both,8176,3733
"1889 Bancshares, Inc._Y-6_1999-12-31_English_11390910",passed,,"1889 Bancshares, Inc.",1999,both,12454,1350
"1889 Bancshares, Inc._Y-6_1999-12-31_English_11390910_2",failed,Invalid \escape: line 69 column 45 (char 1484),,,,,
"1st Brookfield, Incorporated ESOP_Y-6_1999-12-31_English_11379607",passed,,"1st Brookfield, Inc.",1999,both,3354,719
"1st Brookfield, Incorporated ESOP_Y-6_1999-12-31_English_11379607_2",passed,,"1st Brookfield, Inc.",1999,both,3314,747
1st Centennial Bancorp._Y-6_1999-12-31_English_11395394,passed,,"Centennial First Financial Services, Inc.",1999,both,3675,1079
1st Centennial Bancorp._Y-6_1999-12-31_English_11395394_2,passed,,"Centennial First Financial Services, Inc.",1999,both,3675,1103
1st Choice Bank_Y-6_1999-12-31_English_11382911,passed,,1ST CHOICE FINANCIAL CORPORATION,1999,both,7470,3052
1st Choice Bank_Y-6_1999-12-31_English_11382911_2,passed,,1ST CHOICE FINANCIAL CORPORATION,1999,both,7470,2896
"1st Jackson Bancshares, Inc._Y-6_1999-12-31_English_11325311",passed,,"First Jackson Bancshares, Inc.",1999,both,3332,1566
"1st Jackson Bancshares, Inc._Y-6_1999-12-31_English_11325311_2",passed,,"First Jackson Bancshares, Inc.",1999,both,3690,1558
"1st State Bank Foundation, Inc._Y-6_1999-09-30_English_11403493",passed,,"1st State Bank Foundation, Inc",1999,both,3685,1901
"1st State Bank Foundation, Inc._Y-6_1999-09-30_English_11403493_2",passed,,"1st state Bank Foundation, Inc",1999,both,3685,1877
"1st United Bancorporation, Inc._Y-6_1999-12-31_English_11378708",passed,,"1st United Bancorporation, Inc.",1999,both,2560,1103
"1st United Bancorporation, Inc._Y-6_1999-12-31_English_11378708_2",passed,,"1st United Bancorporation, Inc.",1999,both,2561,1105
215 Holding Co._Y-6_1999-12-31_English_11379454,passed,,215 Holding Co.,1999,both,4382,1396
215 Holding Co._Y-6_1999-12-31_English_11379454_2,passed,,215 Holding Co.,1999,both,4381,1402
304 Corporation_Y-6_1999-12-31_English_11382669,passed,,304 Corporation,1999,both,2818,1232
304 Corporation_Y-6_1999-12-31_English_11382669_2,passed,,304 Corporation,1999,both,2706,1454
"A. E. Bancorp, Inc._Y-6_1999-12-31_English_11374884(1)",passed,,"A.E. BANCORP, INC.",1999,both,4299,1216
"A. E. Bancorp, Inc._Y-6_1999-12-31_English_11374884",passed,,"A.E. BANCORP, INC.",1999,both,4299,1216
"A. E. Bancorp, Inc._Y-6_1999-12-31_English_11374884_2(1)",passed,,"A.E. BANCORP, INC.",1999,both,4299,1191
"A. E. Bancorp, Inc._Y-6_1999-12-31_English_11374884_2",passed,,"A.E. BANCORP, INC.",1999,both,4299,1233
"A. M. Saylor, Incorporated_Y-6_1999-12-31_English_11397118",passed,,"A. M. SAYLOR, INCORPORATED",1999,both,2900,1150
"A. M. Saylor, Incorporated_Y-6_1999-12-31_English_11397118_2",passed,,"A. M. SAYLOR, INCORPORATED",1999,both,2900,1151
A. Wilbert's Sons Lumber and Shingle Company_Y-6_1999-12-31_English_11363962,failed,Invalid \escape: line 147 column 61 (char 3573),,,,,
A. Wilbert's Sons Lumber and Shingle Company_Y-6_1999-12-31_English_11363962_2,failed,Invalid \escape: line 147 column 66 (char 3504),,,,,
"A.N.B. Holding Company, Ltd._Y-6_1999-12-31_English_11416916",passed,,"The A.N.B. Holding Company, Ltd.",1999,both,2358,809
"A.N.B. Holding Company, Ltd._Y-6_1999-12-31_English_11416916_2",passed,,"A.N.B. Holding Company, Ltd.",1999,both,2348,811
ABC Employee Stock Ownership Plan (ESOP)_Y-6_1999-12-31_English_11379804(1),passed,,"ANCHOR BANCORPORATION, INC.",1999,both,4086,2096
ABC Employee Stock Ownership Plan (ESOP)_Y-6_1999-12-31_English_11379804,passed,,"ANCHOR BANCORPORATION, INC.",1999,both,4084,2094
ABC Employee Stock Ownership Plan (ESOP)_Y-6_1999-12-31_English_11379804_2(1),passed,,"ANCHOR BANCORPORATION, INC.",1999,both,4119,2094
ABC Employee Stock Ownership Plan (ESOP)_Y-6_1999-12-31_English_11379804_2,passed,,ABC EMPLOYEE STOCK OWNERSHIP PLAN,1999,both,4153,2095
"ABNA Holdings, Inc._Y-6_1999-12-31_English_11411854",passed,,"ABNA Holdings, Inc.",1999,both,2652,1216
"ABNA Holdings, Inc._Y-6_1999-12-31_English_11411854_2",passed,,"ABNA Holdings, Inc.",1999,both,2633,1205
"AC Bancorp, Inc._Y-6_1999-12-31_English_11374849",passed,,"ATHENS BANCORP, INC.",1999,both,2711,1290
"AC Bancorp, Inc._Y-6_1999-12-31_English_11374849_2",passed,,"ATHENS BANCORP, INC.",1999,both,2703,1300
ACNB Corporation_Y-6_1999-12-31_English_11388094(1),passed,,ACNB Corporation,1999,both,5934,2708
ACNB Corporation_Y-6_1999-12-31_English_11388094,passed,,ACNB Corporation,1999,insiders,5926,2640
ACNB Corporation_Y-6_1999-12-31_English_11388094_2(1),passed,,ACNB Corporation,1999,insiders,5858,2583
ACNB Corporation_Y-6_1999-12-31_English_11388094_2,passed,,ACNB Corporation,1999,insiders,5896,2656
"ACRU, Inc._Y-6_1999-12-31_English_11325319",passed,,"FIRST CHEROKEE BANCSHARES, INC.",1999,none,1716,77
"ACRU, Inc._Y-6_1999-12-31_English_11325319_2",passed,,"FIRST CHEROKEE BANCSHARES, INC.",1999,none,1716,77
"AEA Bancshares, Inc._Y-6_1999-12-31_English_11395360",passed,,"AEA Bancshares, Inc.",1999,both,3354,2203
"AEA Bancshares, Inc._Y-6_1999-12-31_English_11395360_2",passed,,"AEA Bancshares, Inc.",1999,both,3355,2200
"AJJ Bancorp, Inc._Y-6_1999-12-31_English_11374916",passed,,"AJJ BANCORP, INC.",1999,both,2516,539
"AJJ Bancorp, Inc._Y-6_1999-12-31_English_11374916_2",passed,,"AJJ BANCORP, INC.",1999,both,2514,539
"AMCORE Financial, Inc._Y-6_1999-12-31_English_11381546(1)",passed,,"AMCORE Financial, Inc.",1999,insiders,3899,3394
"AMCORE Financial, Inc._Y-6_1999-12-31_English_11381546",passed,,"AMCORE FINANCIAL, INC.",1999,insiders,3899,3437
"AMCORE Financial, Inc._Y-6_1999-12-31_English_11381546_2(1)",passed,,"AMCORE Financial, Inc.",1999,insiders,3899,3403
"AMCORE Financial, Inc._Y-6_1999-12-31_English_11381546_2",passed,,"AMCORE FINANCIAL, INC.",1999,insiders,3833,3438
"ANB Bancshares, Inc._Y-6_1999-12-31_English_11410175",passed,,"ANB Bancshares, Inc.",1999,both,3340,1905
"ANB Bancshares, Inc._Y-6_1999-12-31_English_11410175_2",passed,,"ANB Bancshares, Inc.",1999,both,3340,1911
"ANB Bancshares, Inc_Y-6_1999-12-31_English_11415888",passed,,Arkansas National Bancshares,1999,both,4104,1606
"ANB Bancshares, Inc_Y-6_1999-12-31_English_11415888_2",passed,,Arkansas National Bancshares,1999,both,4198,1429
ANB Corporation_Y-6_1999-12-31_English_11380780,passed,,ANB CORPORATION,1999,both,6686,1079
ANB Corporation_Y-6_1999-12-31_English_11380780_2,passed,,ANB CORPORATION,1999,both,6687,1089
"APM Bancorp, Inc._Y-6_1999-12-31_English_11379527",passed,,"APM BANCORP, INC.",1999,both,2731,1338
"APM Bancorp, Inc._Y-6_1999-12-31_English_11379527_2",passed,,"APM BANCORP, INC.",1999,both,2733,1337
AREA Bancshares Corporation_Y-6_1999-12-31_English_11436758,failed,Invalid \escape: line 33 column 68 (char 704),,,,,
AREA Bancshares Corporation_Y-6_1999-12-31_English_11436758_2,passed,,AREA BANCSHARES CORPORATION,1999,both,3313,543
ASB Corporation_Y-6_1999-12-31_English_11384949,passed,,ASB CORPORATION,1999,both,17851,1347
ASB Corporation_Y-6_1999-12-31_English_11384949_2,passed,,ASB CORPORATION,1999,both,17826,1350
ATBancorp_Y-6_1999-12-31_English_11380797,passed,,"AMTRUST, INC.",1999,both,4392,2344
ATBancorp_Y-6_1999-12-31_English_11380797_2,passed,,"AMTRUST, INC.",1999,both,4392,2344
Abbeville Capital Corporation_Y-6_1999-12-31_English_11401084,passed,,Abbeville Capital Corporation,1999,both,3219,1843
Abbeville Capital Corporation_Y-6_1999-12-31_English_11401084_2,passed,,Abbeville Capital Corporation,1999,both,3227,1843
"Abigail Adams National Bancorp, Inc._Y-6_1999-12-31_English_11401095",passed,,"Abigail Adams National Bancorp, Inc.",1999,both,5550,2217
"Abigail Adams National Bancorp, Inc._Y-6_1999-12-31_English_11401095_2",passed,,"Abigail Adams National Bancorp, Inc.",1999,both,5552,2260
Abington Bancorp Inc._Y-6_1999-12-31_English_11403182,passed,,Abington Bancorp Inc.,2000,both,6588,1291
Abington Bancorp Inc._Y-6_1999-12-31_English_11403182_2,passed,,Abington Bancorp Inc.,2000,both,6590,1268
"Absarokee Bancorporation, Inc._Y-6_1999-09-30_English_11379505",passed,,"ABSAROKEE BANCORPORATION, INC.",1999,both,3271,2133
"Absarokee Bancorporation, Inc._Y-6_1999-09-30_English_11379505_2",passed,,"Absarokee Bancorporation, Inc.",1999,both,3271,2117
Absecon Bancorp_Y-6_1999-12-31_English_11388095,passed,,Absecon Bancorp,1999,insiders,2750,1395
Absecon Bancorp_Y-6_1999-12-31_English_11388095_2,passed,,Absecon Bancorp,1999,insiders,2751,1412
"Acadiana Bancshares, Inc._Y-6_1999-12-31_English_11364505",passed,,"ACADIANA BANCSHARES, INC.",1999,both,3319,2342
"Acadiana Bancshares, Inc._Y-6_1999-12-31_English_11364505_2",passed,,"ACADIANA BANCSHARES, INC.",1999,both,3387,2320
"Access Bancshares, Inc._Y-6_1999-12-31_English_11382741",passed,,"L & M Bancshares, Inc.",1999,both,2692,515
"Access Bancshares, Inc._Y-6_1999-12-31_English_11382741_2",passed,,"L & M Bancshares, Inc.",1999,both,2690,520
