file,status,error,bank_name,year,presence,tokens,out_tokens
1854 Bancorp_Y-6_2018-12-31_English_139896473_2,passed,,1854 Bancorp,2018,insiders,5758,2758
1854 Bancorp_Y-6_2018-12-31_English_139896473_4,passed,,1854 Bancorp,2018,insiders,5784,2811
1867 Western Financial Corporation_Y-6_2018-12-31_English_139893298_2,passed,,1867 Western Financial Corporation,2018,both,39199,5080
1867 Western Financial Corporation_Y-6_2018-12-31_English_139893298_4,passed,,1867 Western Financial Corporation,2018,both,39276,5063
"1870 Holdings, Inc._Y-6_2018-12-31_English_124095550_2",passed,,"Western Illinois Bancshares, Inc.",2018,both,6135,2319
"1870 Holdings, Inc._Y-6_2018-12-31_English_124095550_4",passed,,"Western Illinois Bancshares, Inc.",2018,both,9626,2353
"1889 Bancshares, Inc._Y-6_2018-12-31_English_172089791",passed,,"1889 Bancshares, Inc.",2018,both,14385,1541
"1889 Bancshares, Inc._Y-6_2018-12-31_English_172089791_2",passed,,"1889 Bancshares, Inc.",2018,both,14407,1525
1895 MHC_Y-6_2018-12-31_English_139894362_2,passed,,BAY STATE SAVINGS BANK,2018,insiders,27400,3660
1895 MHC_Y-6_2018-12-31_English_139894362_4,passed,,BAY STATE SAVINGS BANK,2018,insiders,19909,6979
"1ST SUMMIT BANCORP of Johnstown, Inc._Y-6_2018-12-31_English_160440942",passed,,"1ST SUMMIT BANCORP OF JOHNSTOWN, INC.",2018,both,12417,3436
"1ST SUMMIT BANCORP of Johnstown, Inc._Y-6_2018-12-31_English_160440942_2",passed,,"1ST SUMMIT BANCORP OF JOHNSTOWN, INC.",2018,both,10927,3434
1st Source Corporation_Y-6_2018-12-31_English_124094486_2,passed,,1st Source Corporation,2018,both,26206,4396
1st Source Corporation_Y-6_2018-12-31_English_124094486_4,passed,,1st Source Corporation,2018,both,26795,4402
"1st State Financial, Ltd._Y-6_2018-12-31_English_127265142_2",passed,,"1st State Financial, Ltd.",2018,both,6410,1988
"1st State Financial, Ltd._Y-6_2018-12-31_English_127265142_4",passed,,"1st State Financial, Ltd.",2018,both,5759,2243
