file,status,error,bank_name,year,presence,tokens,out_tokens
1867 Western Financial Corporation_Y-6_2010-12-31_English_7552643_2,passed,,1867 Western Financial Corporation,2010,both,12015,2258
1867 Western Financial Corporation_Y-6_2010-12-31_English_7552643_4,passed,,1867 Western Financial Corporation,2010,both,11448,2516
"1870 Holdings, Inc._Y-6_2010-12-31_English_7604918_2",passed,,"Western Illinois Bancshares, Inc.",2010,both,13668,2046
"1870 Holdings, Inc._Y-6_2010-12-31_English_7604918_4",passed,,"Western Illinois Bancshares, Inc.",2010,both,13639,2072
1889 Bancorp MHC_Y-6_2010-04-30_English_7724822_1,passed,,1889 Bancorp Mutual Holding Company,2010,insiders,2914,1279
1889 Bancorp MHC_Y-6_2010-04-30_English_7724822_2,passed,,1889 Bancorp Mutual Holding Company,2010,insiders,2914,1279
"1889 Bancshares, Inc._Y-6_2010-12-31_English_7936410_2",passed,,"1889 BANCSHARES, INC.",2010,both,12879,1211
"1889 Bancshares, Inc._Y-6_2010-12-31_English_7936410_4",passed,,"1889 BANCSHARES, INC.",2010,both,12883,1233
1895 MHC_Y-6_2010-12-31_English_7724811_2,passed,,1895 MNC,2010,none,3753,71
1895 MHC_Y-6_2010-12-31_English_7724811_4,passed,,1895 MNC,2010,insiders,3728,4030
"1ST SUMMIT BANCORP of Johnstown, Inc._Y-6_2010-12-31_English_7631448_2",passed,,"1ST SUMMIT BANCORP OF JOHNSTOWN, INC.",2010,both,4604,2274
"1ST SUMMIT BANCORP of Johnstown, Inc._Y-6_2010-12-31_English_7631448_4",passed,,"1ST SUMMIT BANCORP OF JOHNSTOWN, INC.",2010,both,4436,2258
"1st Advantage Bancshares, Inc._Y-6_2010-12-31_English_7656923_2",passed,,"1st Advantage Bancshares, Inc.",2010,both,6260,2274
"1st Advantage Bancshares, Inc._Y-6_2010-12-31_English_7656923_4",passed,,"1st Advantage Bancshares, Inc.",2010,both,6396,2305
"1st Colonial Bancorp, Inc._Y-6_2010-12-31_English_7631451_2",passed,,"1st Colonial National Bancorp, Inc.",2010,insiders,3624,2068
"1st Colonial Bancorp, Inc._Y-6_2010-12-31_English_7631451_4",passed,,"1st Colonial National Bancorp, Inc.",2010,insiders,3694,2054
1st Constitution Bancorp_Y-6_2010-12-31_English_7629129_2(1),passed,,1st Constitution Bancorp,2010,both,3088,1022
1st Constitution Bancorp_Y-6_2010-12-31_English_7629129_2,passed,,1st Constitution Bancorp,2010,both,3093,1029
1st Constitution Bancorp_Y-6_2010-12-31_English_7629129_4(1),passed,,1st Constitution Bancorp,2010,both,3087,1022
1st Constitution Bancorp_Y-6_2010-12-31_English_7629129_4,passed,,1st Constitution Bancorp,2010,both,3088,1029
1st Financial Services Corporation_Y-6_2010-12-31_English_7614337_2,passed,,1st Financial Services Corporation,2010,both,5079,1860
1st Financial Services Corporation_Y-6_2010-12-31_English_7614337_4,passed,,1st Financial Services Corporation,2010,both,5098,1911
"1st Jackson Bancshares, Inc._Y-6_2010-12-31_English_7666695",passed,,FIRST JACKSON BANCSHARES INC.,2010,insiders,4142,1224
"1st Jackson Bancshares, Inc._Y-6_2010-12-31_English_7666695_2",passed,,FIRST JACKSON BANCSHARES INC.,2010,insiders,4142,1227
1st Source Corporation_Y-6_2010-12-31_English_6983251_2,failed,Invalid \escape: line 130 column 57 (char 5328),,,,,
