file,status,error,bank_name,year,presence,tokens,out_tokens
1867 Western Financial Corporation_Y-6_2009-12-31_English_8149988_2,passed,,1867 Western Financial Corporation,2009,both,8615,2407
1867 Western Financial Corporation_Y-6_2009-12-31_English_8149988_4,passed,,1867 Western Financial Corporation,2009,both,8620,2403
"1870 Holdings, Inc._Y-6_2009-12-31_English_8452211_2",passed,,"Western Illinois Bancshares, Inc.",2009,both,5447,1909
"1870 Holdings, Inc._Y-6_2009-12-31_English_8452211_4",passed,,"Western Illinois Bancshares, Inc.",2009,both,5447,1940
"1889 Bancshares, Inc._Y-6_2009-12-31_English_8333558_2",passed,,"1889 BANCSHARES, INC",2009,both,23555,1223
"1889 Bancshares, Inc._Y-6_2009-12-31_English_8333558_4",failed,Invalid \escape: line 42 column 45 (char 947),,,,,
"1ST SUMMIT BANCORP of Johnstown, Inc._Y-6_2009-12-31_English_8402687_2",passed,,"1ST SUMMIT BANCORP OF JOHNSTOWN, INC.",2009,both,4412,2472
"1ST SUMMIT BANCORP of Johnstown, Inc._Y-6_2009-12-31_English_8402687_4",passed,,"1ST SUMMIT BANCORP OF JOHNSTOWN, INC.",2009,both,4414,2254
"1st Advantage Bancshares, Inc._Y-6_2009-12-31_English_8100157_2",passed,,"1st Advantage Bancshares, Inc.",2009,both,4723,1850
"1st Advantage Bancshares, Inc._Y-6_2009-12-31_English_8100157_4",passed,,"1st Advantage Bancshares, Inc.",2009,both,6217,2066
"1st Brookfield, Inc._Y-6_2009-12-31_English_8449328_2(1)",passed,,"1st Brookfield, Inc.",2009,both,6735,1434
"1st Brookfield, Inc._Y-6_2009-12-31_English_8449328_2",passed,,"1st Brookfield, Inc.",2009,both,6823,1468
"1st Brookfield, Inc._Y-6_2009-12-31_English_8449328_4(1)",passed,,"1st Brookfield, Inc.",2009,both,6823,1630
"1st Brookfield, Inc._Y-6_2009-12-31_English_8449328_4",passed,,"1st Brookfield, Inc.",2009,both,6823,1436
"1st Century Bancshares, Inc._Y-6_2009-12-31_English_8151739_2",passed,,"1ST CENTURY BANCSHARES, INC.",2009,both,6063,2683
"1st Century Bancshares, Inc._Y-6_2009-12-31_English_8151739_4",passed,,"1ST CENTURY BANCSHARES, INC.",2009,both,6077,2682
"1st Colonial Bancorp, Inc._Y-6_2009-12-31_English_8402711_2(1)",passed,,"1st Colonial Bancorp, Inc.",2009,insiders,3770,2089
