file,status,error,bank_name,year,presence,tokens,out_tokens
"B Bank, Inc._Y-6_1995-12-31_English_11556325",passed,,"B Bank, Inc.",1995,both,2703,1508
"B Bank, Inc._Y-6_1995-12-31_English_11556325_2",passed,,"B Bank, Inc.",1995,both,2742,1503
"Bootheel Bancorp, Inc._Y-6_1995-12-31_English_11596002",passed,,"Bootheel Bancorp, Inc.",1995,both,3672,1233
"Bootheel Bancorp, Inc._Y-6_1995-12-31_English_11596002_2",passed,,"Bootheel Bancorp, Inc.",1995,both,3672,1223
"Byron State, Inc._Y-6_1995-12-31_English_11556294",passed,,"BYRON STATE, INC.",1995,both,3364,1194
"Byron State, Inc._Y-6_1995-12-31_English_11556294_2",passed,,"BYRON STATE, INC.",1995,both,3341,1135
Carbon County Holding Company_Y-6_1995-12-31_English_11592234,passed,,"Rawlins National Bancorporation, Inc.",1995,both,3727,1075
Carbon County Holding Company_Y-6_1995-12-31_English_11592234_2,passed,,"Rawlins National Bancorporation, Inc.",1995,both,3871,1141
Central Service Corp._Y-6_1995-12-31_English_11591328(1),passed,,Central Service Corporation,1995,both,5674,3124
Central Service Corp._Y-6_1995-12-31_English_11591328,passed,,Central Service Corporation,1995,both,5648,3096
Central Service Corp._Y-6_1995-12-31_English_11591328_2(1),passed,,Central Service Corporation,1995,both,5674,3129
Central Service Corp._Y-6_1995-12-31_English_11591328_2,passed,,Central Service Corporation,1995,both,5663,3120
"Citizens Bankshares, Inc._Y-6_1995-12-31_English_11591330",passed,,"Citizens Bankshares, Inc.",1995,both,16606,2620
"Citizens Bankshares, Inc._Y-6_1995-12-31_English_11591330_2",passed,,"Citizens Bankshares, Inc.",1995,both,16620,2825
"Citizens State Bancshares, Inc._Y-6_1995-12-31_English_11559711",passed,,CITIZENS ST BSHRS,1955,both,14695,1069
"Citizens State Bancshares, Inc._Y-6_1995-12-31_English_11559711_2",passed,,CITIZENS ST BSHRS,1955,both,3561,1070
Clear Creek Bank Corp._Y-6_1995-12-31_English_11556378,passed,,Clear Creek Bank Corp.,1995,both,3179,720
Clear Creek Bank Corp._Y-6_1995-12-31_English_11556378_2,passed,,Clear Creek Bank Corp.,1995,both,3201,728
Colwich Financial Corporation_Y-6_1995-12-31_English_11554808,passed,,COLWICH FINANCIAL CORPORATION,1996,both,6229,1878
Colwich Financial Corporation_Y-6_1995-12-31_English_11554808_2,passed,,COLWICH FINANCIAL CORPORATION,1996,both,6464,1841
"Commercial State Holding Company, Inc._Y-6_1995-12-31_English_11558161",passed,,"Commercial State Holding Company, Inc.",1995,insiders,2885,681
"Commercial State Holding Company, Inc._Y-6_1995-12-31_English_11558161_2",passed,,"Commercial State Holding Company, Inc.",1995,insiders,15516,650
Custer Bancorp._Y-6_1995-12-31_English_11557997,passed,,Custer Bancorp,1995,both,3788,1173
Custer Bancorp._Y-6_1995-12-31_English_11557997_2,failed,Invalid \escape: line 33 column 59 (char 633),,,,,
Emprise Financial Corporation_Y-6_1995-12-31_English_11592237,passed,,EMPRISE FINANCIAL CORPORATION,1995,both,19444,1630
Emprise Financial Corporation_Y-6_1995-12-31_English_11592237_2,passed,,EMPRISE FINANCIAL CORPORATION,1995,both,19463,2133
"Farmers  Merchants Investment, Inc._Y-6_1995-12-31_English_11545160",passed,,"Farmers & Merchants Investment, Inc.",1995,both,22061,1196
"Farmers  Merchants Investment, Inc._Y-6_1995-12-31_English_11545160_2",passed,,"Farmers & Merchants Investment, Inc.",1995,both,22316,1202
