file,status,error,bank_name,year,presence,tokens,out_tokens
"G. Jeffrey Records, Jr. 2004 Family Trust (MER)_Y-6_2018-12-31_English_172371420_2",passed,,Midland Financial Co.,2018,securities,141552,3351
"G. Jeffrey Records, Jr. 2004 Family Trust (MER)_Y-6_2018-12-31_English_172371420_4",passed,,Midland Financial Co.,2018,both,174057,3943
"1889 Bancshares, Inc._Y-6_2004-12-31_English_10691175",failed,Invalid \escape: line 42 column 45 (char 897),,,,,
"1889 Bancshares, Inc._Y-6_2004-12-31_English_10691175_2",passed,,"1889 BANCSHARES, INC.",2004,both,23243,794
"1ST SUMMIT BANCORP of Johnstown, Inc._Y-6_2004-12-31_English_10696545",passed,,"1ST SUMMIT BANCORP OF JOHNSTOWN, INC.",2004,both,4551,2639
"1ST SUMMIT BANCORP of Johnstown, Inc._Y-6_2004-12-31_English_10696545_2",passed,,"1ST SUMMIT BANCORP OF JOHNSTOWN, INC.",2004,both,4551,2534
"1st Brookfield, Inc._Y-6_2004-12-31_English_10561023",passed,,"1ST BROOKFIELD, INC.",2004,insiders,6101,866
"1st Brookfield, Inc._Y-6_2004-12-31_English_10561023_2",passed,,"1ST BROOKFIELD, INC.",2004,insiders,6090,866
1st Centennial Bancorp._Y-6_2004-12-31_English_10600855,passed,,1ST CENTENNIAL BANCORP,2004,insiders,2770,2095
1st Centennial Bancorp._Y-6_2004-12-31_English_10600855_2,passed,,1ST CENTENNIAL BANCORP,2004,insiders,2736,2140
"1st Choice Bancorp, Inc._Y-6_2004-12-31_English_10626169",passed,,"1ST CHOICE BANCORP, INC.",2004,both,4434,2419
"1st Choice Bancorp, Inc._Y-6_2004-12-31_English_10626169_2",passed,,"1ST CHOICE BANCORP, INC.",2004,both,4430,2431
"1st Colonial Bancorp, Inc._Y-6_2004-12-31_English_10696543",passed,,"1st Colonial Bancorp, Inc.",2004,both,5516,2208
"1st Colonial Bancorp, Inc._Y-6_2004-12-31_English_10696543_2",passed,,"1st Colonial Bancorp, Inc.",2004,both,5516,2209
"1st Financial Bancshares, Inc._Y-6_2004-12-31_English_10679855",passed,,"First Capital Investment, LLC",2004,both,11835,5288
"1st Financial Bancshares, Inc._Y-6_2004-12-31_English_10679855_2",passed,,"First Capital Investment, LLC",2004,both,11698,4244
"1st Jackson Bancshares, Inc._Y-6_2004-12-31_English_10646942",passed,,"1st Jackson Bancshares, Inc.",2004,both,3878,1658
"1st Jackson Bancshares, Inc._Y-6_2004-12-31_English_10646942_2",passed,,"1st Jackson Bancshares, Inc.",2004,both,3884,1635
1st Source Corporation_Y-6_2004-12-31_English_10561007,passed,,1st Source Corporation,2004,both,8601,3883
1st Source Corporation_Y-6_2004-12-31_English_10561007_2,passed,,1st Source Corporation,2004,both,8581,3947
"1st United Bancorp, Inc._Y-6_2004-12-31_English_10703731",passed,,1st United Bancorp Inc.,2004,both,2556,715
"1st United Bancorp, Inc._Y-6_2004-12-31_English_10703731_2",passed,,1st United Bancorp Inc.,2004,both,2557,742
"1st United Bancorporation, Inc._Y-6_2004-12-31_English_10537137",passed,,1st United Bancorporation,2004,both,2716,1264
"1st United Bancorporation, Inc._Y-6_2004-12-31_English_10537137_2",passed,,1st United Bancorporation,2004,both,2727,1259
215 Holding Co._Y-6_2004-12-31_English_10563998,passed,,215 Holding Co.,2004,both,5190,2545
215 Holding Co._Y-6_2004-12-31_English_10563998_2,passed,,215 Holding Co.,2004,both,5213,2518
304 Corporation_Y-6_2004-12-31_English_10736349,passed,,304 CORPORATION,2004,both,8466,1704
304 Corporation_Y-6_2004-12-31_English_10736349_2,passed,,304 CORPORATION,2004,both,8466,1159
"A. E. Bancorp, Inc._Y-6_2004-12-31_English_10695648",passed,,"A. E. Bancorp, Inc.",2004,both,8942,2450
"A. E. Bancorp, Inc._Y-6_2004-12-31_English_10695648_2",failed,"504 Gateway Timeout. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Timeout'}",,,,,
A. F. Gilmore Company_Y-6_2004-12-31_English_10580496,passed,,A.F. Gilmore Company,2004,both,7712,2213
A. F. Gilmore Company_Y-6_2004-12-31_English_10580496_2,passed,,A.F. Gilmore Company,2004,both,7712,2208
"A. M. Saylor, Incorporated_Y-6_2004-12-31_English_10559621",passed,,"A.M. SAYLOR, INCORPORATED",2004,both,1770,884
"A. M. Saylor, Incorporated_Y-6_2004-12-31_English_10559621_2",passed,,"A.M. SAYLOR, INCORPORATED",2004,both,1767,876
A. Wilbert's Sons Lumber and Shingle Company_Y-6_2004-12-31_English_10560322,failed,"504 Gateway Timeout. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Timeout'}",,,,,
A. Wilbert's Sons Lumber and Shingle Company_Y-6_2004-12-31_English_10560322_2,passed,,A. Wilbert's Sons Lumber and Shingle Company,2004,both,3013,1907
"A.N.B. Holding Company, Ltd._Y-6_2004-12-31_English_10653682",passed,,"The A.N. B. Holding Company, Ltd.",2008,both,6697,5587
"A.N.B. Holding Company, Ltd._Y-6_2004-12-31_English_10653682_2",passed,,"The A.N. B. Holding Company, Ltd.",2008,both,6681,5887
ABC Employee Stock Ownership Plan (ESOP)_Y-6_2004-12-31_English_10695631,passed,,ABC EMPLOYEE STOCK OWNERSHIP PLAN,2004,both,4181,1186
ABC Employee Stock Ownership Plan (ESOP)_Y-6_2004-12-31_English_10695631_2,passed,,ABC EMPLOYEE STOCK OWNERSHIP PLAN,2004,both,4181,1184
ABM Holding Company_Y-6_2004-12-31_English_10679851,passed,,ABM Holding Company,2004,both,7346,1094
ABM Holding Company_Y-6_2004-12-31_English_10679851_2,passed,,ABM Holding Company,2004,both,7331,1094
"ABNA Holdings, Inc._Y-6_2004-12-31_English_10641536",passed,,"ABNA Holdings, Inc.",2004,both,13719,685
"ABNA Holdings, Inc._Y-6_2004-12-31_English_10641536_2",passed,,"ABNA Holdings, Inc.",2004,both,13719,691
"ABS Investors, LLC_Y-6_2004-12-31_English_10705500",failed,"Expecting ',' delimiter: line 208 column 6 (char 7583)",,,,,
"ABS Investors, LLC_Y-6_2004-12-31_English_10705500_2",passed,,"ABS Investors, LLC",2004,both,20319,3073
"AC Bancorp, Inc._Y-6_2004-12-31_English_10698365",passed,,"ATHENS BANCORP, INC.",2004,both,3298,1302
"AC Bancorp, Inc._Y-6_2004-12-31_English_10698365_2",passed,,"ATHENS BANCORP, INC.",2004,both,14935,1309
ACNB Corporation_Y-6_2004-12-31_English_10696549,failed,"504 Gateway Timeout. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Timeout'}",,,,,
ACNB Corporation_Y-6_2004-12-31_English_10696549_2,failed,"504 Gateway Timeout. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Timeout'}",,,,,
"AEA Bancshares, Inc._Y-6_2004-12-31_English_10573621",passed,,"AEA Bancshares, Inc.",2004,both,2786,816
"AEA Bancshares, Inc._Y-6_2004-12-31_English_10573621_2",failed,"504 Gateway Timeout. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Timeout'}",,,,,
"AIM Bancshares, Inc._Y-6_2004-12-31_English_10638555",passed,,"AIM Bancshares, Inc.",2004,both,3223,973
