file,status,error,bank_name,year,presence,tokens,out_tokens
1867 Western Financial Corporation_Y-6_2015-12-31_English_1344342_2,passed,,1867 Western Financial Corporation,2015,both,8270,2814
1867 Western Financial Corporation_Y-6_2015-12-31_English_1344342_4,passed,,1867 Western Financial Corporation,2015,both,8101,2759
"1870 Holdings, Inc._Y-6_2015-12-31_English_1344637_2",passed,,"Western Illinois Bancshares, Inc.",2015,both,5781,2772
"1870 Holdings, Inc._Y-6_2015-12-31_English_1344637_4",passed,,"Western Illinois Bancshares, Inc.",2015,both,5720,2691
1889 Bancorp MHC_Y-6_2015-04-30_English_1342852_2,passed,,1889 Bancorp Mutual Holding Company,2015,insiders,2513,1699
1889 Bancorp MHC_Y-6_2015-04-30_English_1342852_4,passed,,1889 Bancorp Mutual Holding Company,2015,insiders,2503,1750
"1889 Bancshares, Inc._Y-6_2015-12-31_English_1080843_2",passed,,"1889 Bancshares, Inc.",2015,both,13905,1776
"1889 Bancshares, Inc._Y-6_2015-12-31_English_1080843_4",passed,,"1889 Bancshares, Inc.",2015,both,13933,1776
"1ST SUMMIT BANCORP of Johnstown, Inc._Y-6_2015-12-31_English_1193555_2",passed,,"1ST SUMMIT BANCORP OF JOHNSTOWN, INC.",2015,both,6184,2924
"1ST SUMMIT BANCORP of Johnstown, Inc._Y-6_2015-12-31_English_1193555_4",passed,,"1ST SUMMIT BANCORP OF JOHNSTOWN, INC.",2015,both,5767,2936
"1st Century Bancshares, Inc._Y-6_2015-12-31_English_1350010_2",failed,"Expecting ',' delimiter: line 92 column 8 (char 2804)",,,,,
"1st Century Bancshares, Inc._Y-6_2015-12-31_English_1350010_4",passed,,"1st Century Bancshares, Inc.",2015,both,16652,1257
1st Constitution Bancorp_Y-6_2015-12-31_English_37735034_2,passed,,1st Constitution Bancorp,2015,both,5991,1169
1st Constitution Bancorp_Y-6_2015-12-31_English_37735034_4,passed,,1st Constitution Bancorp,2015,both,9384,1172
"1st Jackson Bancshares, Inc._Y-6_2015-12-31_English_706962_2",passed,,"1st Jackson Bancshares, Inc.",2015,both,4196,1782
"1st Jackson Bancshares, Inc._Y-6_2015-12-31_English_706962_4",failed,Invalid \escape: line 60 column 45 (char 1197),,,,,
1st Source Corporation_Y-6_2015-12-31_English_692027_2,passed,,1st Source Corporation,2015,both,16022,4482
1st Source Corporation_Y-6_2015-12-31_English_692027_4,passed,,1st Source Corporation,2015,both,15840,4511
"1st State Financial, Ltd._Y-6_2015-12-31_English_1146520_2",passed,,"Valley Financial Group, Ltd.",2015,both,6742,2155
"1st State Financial, Ltd._Y-6_2015-12-31_English_1146520_4",passed,,"Valley Financial Group, Ltd.",2015,both,6754,2461
"1st United Bancorporation, Inc._Y-6_2015-12-31_English_578854_2",passed,,"1st United Bancorporation, Inc.",2015,both,4227,830
"1st United Bancorporation, Inc._Y-6_2015-12-31_English_578854_4",passed,,"1st United Bancorporation, Inc.",2015,both,4227,811
"3MV Bancorp, Inc._Y-6_2015-12-31_English_11960904_2",passed,,"3MV Bancorp, Inc.",2015,securities,52436,576
"3MV Bancorp, Inc._Y-6_2015-12-31_English_11960904_4",passed,,"3MV Bancorp, Inc.",2015,securities,51702,516
473 Broadway Holding Corporation_Y-6_2015-12-31_English_79423094_2,passed,,473 BROADWAY HOLDING CORPORATION,2015,none,12700,66
473 Broadway Holding Corporation_Y-6_2015-12-31_English_79423094_4,passed,,The Adirondack Trust Company Employee Stock Ownership Trust,2015,none,12689,67
"A. E. Bancorp, Inc._Y-6_2015-12-31_English_11866175_2",passed,,"A.E. Bancorp, Inc.",2015,both,6880,1982
"A. E. Bancorp, Inc._Y-6_2015-12-31_English_11866175_4",passed,,"A.E. Bancorp, Inc.",2015,both,7442,2871
"A. M. Saylor, Incorporated_Y-6_2015-12-31_English_551870_2",passed,,"A.M. SAYLOR, INCORPORATED",2015,both,3610,773
"A. M. Saylor, Incorporated_Y-6_2015-12-31_English_551870_4",passed,,"A.M. SAYLOR, INCORPORATED",2015,both,3610,768
"A.N.B. Holding Company, Ltd._Y-6_2015-12-31_English_35343851_2",passed,,"A.N.B. Holding Company, Ltd.",2015,both,43648,7692
"A.N.B. Holding Company, Ltd._Y-6_2015-12-31_English_35343851_4",passed,,"A.N.B. Holding Company, Ltd.",2015,both,42924,7693
"ABCT Holdings, Inc._Y-6_2015-12-31_English_35300234_2",passed,,"ABCT HOLDINGS, INC.",2015,both,5205,2213
"ABCT Holdings, Inc._Y-6_2015-12-31_English_35300234_4",failed,"504 Gateway Timeout. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Timeout'}",,,,,
"ABDO Investments, Inc._Y-6_2015-12-31_English_727798_2",passed,,"ABDO INVESTMENTS, INC.",2015,both,6747,2603
"ABDO Investments, Inc._Y-6_2015-12-31_English_727798_4",passed,,"ABDO INVESTMENTS, INC.",2015,both,6765,2435
ABT Financial Corp._Y-6_2015-12-31_English_818166_2,passed,,AB&T FINANCIAL CORPORATION,2015,both,5611,2117
ABT Financial Corp._Y-6_2015-12-31_English_818166_4,passed,,AB&T FINANCIAL CORPORATION,2015,both,5622,2093
"AC Bancorp, Inc._Y-6_2015-12-31_English_548136_2",passed,,"ATHENS BANCORP, INC.",2015,both,3608,1099
"AC Bancorp, Inc._Y-6_2015-12-31_English_548136_4",passed,,"ATHENS BANCORP, INC.",2015,both,3608,1103
"AFNB Holdings, Inc._Y-6_2015-12-31_English_35300233_2",passed,,AFNB Holdings Inc.,2015,both,25760,2757
"AFNB Holdings, Inc._Y-6_2015-12-31_English_35300233_4",failed,"504 Gateway Timeout. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Timeout'}",,,,,
"AHB Bancshares, Inc._Y-6_2015-12-31_English_35289481_2",passed,,"AHB Bancshares, Inc.",2015,securities,3722,299
"AHB Bancshares, Inc._Y-6_2015-12-31_English_35289481_4",passed,,"AHB Bancshares, Inc.",2015,both,3781,418
"AJJ Bancorp, Inc._Y-6_2015-12-31_English_11866176_2",passed,,"AJJ Bancorp, Inc.",2015,both,4239,1044
"AJJ Bancorp, Inc._Y-6_2015-12-31_English_11866176_4",passed,,"AJJ Bancorp, Inc.",2015,both,4245,1048
"AJS Bancorp, Inc._Y-6_2015-12-31_English_1283847_2",passed,,AJS Bancorp Inc.,2015,both,15059,1470
"AJS Bancorp, Inc._Y-6_2015-12-31_English_1283847_4",passed,,AJS Bancorp Inc.,2015,both,5442,1470
AMB Financial Corp._Y-6_2015-12-31_English_1141098_2,passed,,AMB Financial Corp,2015,both,6176,2722
AMB Financial Corp._Y-6_2015-12-31_English_1141098_4,passed,,AMB Financial Corp,2015,both,7283,2738
"ANB Holdings, Inc._Y-6_2015-12-31_English_658502_2",passed,,"ANB Holdings, Inc",2015,both,4410,1367
"ANB Holdings, Inc._Y-6_2015-12-31_English_658502_4",passed,,"ANB Holdings, Inc",2015,both,4398,1373
ASB Financial Corp._Y-6_2015-06-30_English_11740408_2,passed,,ASB Financial Corporation,2015,both,4467,2132
ASB Financial Corp._Y-6_2015-06-30_English_11740408_4,passed,,ASB Financial Corporation,2015,both,4535,1766
ASB Management Corp_Y-6_2015-12-31_English_1290012_2,passed,,ASB Management Corp.,2015,both,9719,1821
ASB Management Corp_Y-6_2015-12-31_English_1290012_4,passed,,ASB Management Corp.,2015,both,9719,1817
ATBancorp_Y-6_2015-12-31_English_971524_2,passed,,ATBancorp,2015,both,8438,2455
ATBancorp_Y-6_2015-12-31_English_971524_4,passed,,ATBancorp,2015,both,7431,2457
"AVEST, Inc._Y-6_2015-12-31_English_77599730_2",passed,,"AVEST, INC.",2015,both,15207,5827
"AVEST, Inc._Y-6_2015-12-31_English_77599730_4",passed,,"AVEST, INC.",2015,both,14916,5121
"Abby Bancorp, Inc._Y-6_2015-12-31_English_413091_2",passed,,"Abby Bancorp, Inc.",2015,both,4268,2106
"Abby Bancorp, Inc._Y-6_2015-12-31_English_413091_4",passed,,"Abby Bancorp, Inc.",2015,both,4261,2207
Access National Corporation_Y-6_2015-12-31_English_1199318_2,passed,,Access National Corporation,2015,securities,4266,311
Access National Corporation_Y-6_2015-12-31_English_1199318_4,passed,,Access National Corporation,2015,securities,4274,311
