file,status,error,bank_name,year,presence,tokens,out_tokens
"1889 Bancshares, Inc._Y-6_2023-12-31_English_243974485",passed,,"1889 Bancshares, Inc.",2023,insiders,3017,188
"1889 Bancshares, Inc._Y-6_2023-12-31_English_243974485_2",failed,"504 Gateway Timeout. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Timeout'}",,,,,
215 Holding Co._Y-6_2023-12-31_English_226294664,passed,,215 Holding Co.,2023,both,45641,3503
215 Holding Co._Y-6_2023-12-31_English_226294664_2,passed,,215 Holding Co.,2023,both,23314,3466
"3MV Bancorp, Inc._Y-6_2023-12-31_English_244058446",passed,,"3MV Bancorp, Inc.",2023,both,57260,3094
"3MV Bancorp, Inc._Y-6_2023-12-31_English_244058446_2",passed,,"3MV Bancorp, Inc.",2023,both,57214,3302
"A.N.B. Holding Company, Ltd._Y-6_2023-12-31_English_241335825_1",passed,,"A.N.B. Holding Company, Ltd.",2023,both,21726,6032
"A.N.B. Holding Company, Ltd._Y-6_2023-12-31_English_241335825_2",failed,Invalid \escape: line 114 column 76 (char 3269),,,,,
"ABCT Holdings, Inc._Y-6_2023-12-31_English_241396052_1",failed,Invalid \escape: line 60 column 45 (char 1219),,,,,
"ABCT Holdings, Inc._Y-6_2023-12-31_English_241396052_2",passed,,"ABCT HOLDINGS, INC.",2023,both,6151,2721
"AC Bancorp, Inc._Y-6_2023-12-31_English_230650036",passed,,"AC BANCORP, INC.",2023,both,2473,1705
"AC Bancorp, Inc._Y-6_2023-12-31_English_230650036_2",passed,,"AC BANCORP, INC.",2023,both,2473,1711
"AFNB Holdings, Inc._Y-6_2023-12-31_English_241394922_1",passed,,"AFNB Holdings, Inc.",2023,both,13004,5404
"AFNB Holdings, Inc._Y-6_2023-12-31_English_241394922_2",passed,,American First National Bank,2023,both,12762,5337
AMG National Corp._Y-6_2023-12-31_English_244153891,passed,,AMG National Corp.,2023,both,7542,3367
AMG National Corp._Y-6_2023-12-31_English_244153891_2,passed,,AMG National Corp.,2023,both,18312,3306
"ANB Bancorp, Inc._Y-6_2023-12-31_English_230649970",passed,,"ANB Bancorp, Inc.",2023,securities,3737,1297
"ANB Bancorp, Inc._Y-6_2023-12-31_English_230649970_2",passed,,"ANB Bancorp, Inc.",2023,securities,3737,1297
"ANB Bancshares, Inc._Y-6_2023-12-31_English_241387026_1",passed,,"ANB Bancshares, Inc.",2023,both,28631,2721
"ANB Bancshares, Inc._Y-6_2023-12-31_English_241387026_2",passed,,"ANB Bancshares, Inc.",2023,both,28645,2625
"AOB Ventures, Inc._Y-6_2023-12-31_English_241413621_1",passed,,"AOB Ventures, Inc.",2023,both,5080,1796
"AOB Ventures, Inc._Y-6_2023-12-31_English_241413621_2",passed,,"AOB Ventures, Inc.",2023,both,5577,1785
"Abilene Holdco, Inc._Y-6_2023-12-31_English_241416482_1",passed,,"Abilene Holdco, Inc.",2023,insiders,3136,945
"Abilene Holdco, Inc._Y-6_2023-12-31_English_241416482_2",passed,,"Abilene Holdco, Inc.",2023,insiders,3107,945
"Adam Bank Group, Inc._Y-6_2023-12-31_English_241394369_1",passed,,"Adam Bank Group, Inc.",2023,insiders,8351,399
"Adam Bank Group, Inc._Y-6_2023-12-31_English_241394369_2",passed,,"Adam Bank Group, Inc.",2023,insiders,8350,405
"Adirondack Bancorp, Inc._Y-6_2023-12-31_English_241946129",passed,,"ADIRONDACK BANCORP, INC.",2023,none,3046,67
"Adirondack Bancorp, Inc._Y-6_2023-12-31_English_241946129_2",passed,,"ADIRONDACK BANCORP, INC.",2023,none,3046,67
Adrian Building Corporation_Y-6_2023-12-31_English_223510683,passed,,Adrian Building Corporation,2023,none,2755,61
Adrian Building Corporation_Y-6_2023-12-31_English_223510683_2,passed,,Adrian Building Corporation,2023,none,2751,61
Agricultural Banking Corporation_Y-6_2023-12-31_English_230650295,passed,,Agricultural Banking Corporation,2023,insiders,4003,3015
Agricultural Banking Corporation_Y-6_2023-12-31_English_230650295_2,passed,,Agricultural Banking Corporation,2023,insiders,4021,2957
"Alamosa Bancorporation, Ltd._Y-6_2023-12-31_English_243981667_1",passed,,Alamosa Bancorporation Ltd.,2023,insiders,4814,2409
"Alamosa Bancorporation, Ltd._Y-6_2023-12-31_English_243981667_2",passed,,"ALAMOSA BANCORPORATION, LTD.",2023,insiders,13511,2331
Albank Corporation_Y-6_2023-12-31_English_230650048,passed,,Albank Corporation,2023,both,10225,5694
Albank Corporation_Y-6_2023-12-31_English_230650048_2,passed,,Albank Corporation,2023,both,10898,6062
Alcar Inc._Y-6_2023-12-31_English_242012415,passed,,Alcar Inc,2023,securities,16916,271
Alcar Inc._Y-6_2023-12-31_English_242012415_2,passed,,Alcar Inc,2023,securities,16512,419
Alerus Financial Corporation_Y-6_2023-12-31_English_226296760,passed,,Alerus Financial Corporation,2023,both,6887,2105
Alerus Financial Corporation_Y-6_2023-12-31_English_226296760_2,passed,,Alerus Financial Corporation,2023,both,6890,2072
"Alfalfa County Bancshares, Inc._Y-6_2023-12-31_English_243940633_1",passed,,"ALFALFA COUNTY BANCSHARES, INC",2023,both,5163,1355
"Alfalfa County Bancshares, Inc._Y-6_2023-12-31_English_243940633_2",passed,,"ALFALFA COUNTY BANCSHARES, INC",2023,both,5133,1381
"AliKat Investments, Inc._Y-6_2023-12-31_English_230650062",passed,,"ALIKAT INVESTMENTS, INC.",2023,both,3343,1398
"AliKat Investments, Inc._Y-6_2023-12-31_English_230650062_2",passed,,"ALIKAT INVESTMENTS, INC.",2023,both,3488,1417
"Alliance Bancshares, Inc._Y-6_2023-12-31_English_241340607_1",failed,"Expecting ',' delimiter: line 208 column 6 (char 6235)",,,,,
"Alliance Bancshares, Inc._Y-6_2023-12-31_English_241340607_2",failed,"Expecting ',' delimiter: line 208 column 6 (char 5838)",,,,,
"Amador Bancshares, Inc._Y-6_2023-12-31_English_241311585_1",passed,,"Amador Bancshares, Inc",2023,both,38901,3281
"Amador Bancshares, Inc._Y-6_2023-12-31_English_241311585_2",passed,,"Amador Bancshares, Inc",2023,both,39004,3601
"Amboy Bancorp, Inc._Y-6_2023-12-31_English_230650324",passed,,"Amboy Bancorp, Inc.",2023,both,3049,1735
"Amboy Bancorp, Inc._Y-6_2023-12-31_English_230650324_2",passed,,"Amboy Bancorp, Inc.",2023,both,3049,1735
Amboy Bancorporation_Y-6_2023-12-31_English_241946306,passed,,AMBOY BANCORPORATION,2023,both,45708,3291
Amboy Bancorporation_Y-6_2023-12-31_English_241946306_2,passed,,AMBOY BANCORPORATION,2023,both,45763,3386
"Ameri Financial Group, Inc._Y-6_2023-12-31_English_229732403_1",passed,,"Ameri Financial Group, Inc.",2023,both,3806,1452
"Ameri Financial Group, Inc._Y-6_2023-12-31_English_229732403_2",passed,,"Ameri Financial Group, Inc.",2023,both,3820,1455
"AmeriBancShares, Inc._Y-6_2023-12-31_English_241376638_1",passed,,"AmeriBancShares, Inc.",2023,both,58955,4780
"AmeriBancShares, Inc._Y-6_2023-12-31_English_241376638_2",passed,,"AmeriBancShares, Inc.",2023,both,60263,4812
AmeriBank Holding Company_Y-6_2023-12-31_English_244046892,passed,,Ameribank Holding Co,2023,insiders,3034,185
AmeriBank Holding Company_Y-6_2023-12-31_English_244046892_2,passed,,Ameribank Holding Co,2023,none,3034,63
"American Bancorp of Illinois, Inc._Y-6_2023-12-31_English_230650090",passed,,"AMERICAN BANCORP OF ILLINOIS, INC.",2023,insiders,4230,1251
"American Bancorp of Illinois, Inc._Y-6_2023-12-31_English_230650090_2",passed,,"AMERICAN BANCORP OF ILLINOIS, INC.",2023,insiders,4230,1251
