file,status,error,bank_name,year,presence,tokens,out_tokens
2009 TCRT_Y-6_2010-12-31_English_7618258_2,passed,,2009 TCRT,2010,both,4740,3320
2009 TCRT_Y-6_2010-12-31_English_7618258_4,passed,,2009 TCRT,2010,both,4805,3387
2009 TCRT_Y-6_2011-12-31_English_4994649_2,passed,,2009 TCRT,2011,both,6755,4142
2009 TCRT_Y-6_2011-12-31_English_4994649_4,passed,,2009 TCRT,2011,both,6783,3863
BHCB Holding Company_Y-6_2009-12-31_English_7665126_2,passed,,BHCB HOLDING COMPANY,2009,both,3689,2324
BHCB Holding Company_Y-6_2009-12-31_English_7665126_4,passed,,BHCB HOLDING COMPANY,2009,both,3689,2313
1867 Western Financial Corporation_Y-6_2009-12-31_English_8149988_2,passed,,1867 Western Financial Corporation,2009,both,8615,2374
1867 Western Financial Corporation_Y-6_2009-12-31_English_8149988_4,passed,,1867 Western Financial Corporation,2009,both,8620,2407
"1870 Holdings, Inc._Y-6_2009-12-31_English_8452211_2",passed,,"Western Illinois Bancshares, Inc.",2009,both,5447,1942
"1870 Holdings, Inc._Y-6_2009-12-31_English_8452211_4",passed,,"Western Illinois Bancshares, Inc.",2009,both,5447,1901
"1889 Bancshares, Inc._Y-6_2009-12-31_English_8333558_2",failed,Invalid \escape: line 42 column 45 (char 950),,,,,
"1889 Bancshares, Inc._Y-6_2009-12-31_English_8333558_4",passed,,"1889 BANCSHARES, INC",2009,both,23487,1225
"1ST SUMMIT BANCORP of Johnstown, Inc._Y-6_2009-12-31_English_8402687_2",passed,,"1ST SUMMIT BANCORP OF JOHNSTOWN, INC.",2009,both,4412,2322
"1ST SUMMIT BANCORP of Johnstown, Inc._Y-6_2009-12-31_English_8402687_4",passed,,"1ST SUMMIT BANCORP OF JOHNSTOWN, INC.",2009,both,4414,2305
"1st Advantage Bancshares, Inc._Y-6_2009-12-31_English_8100157_2",passed,,"1st Advantage Bancshares, Inc.",2009,both,4723,1850
