file,status,error,bank_name,year,presence,tokens,out_tokens
1867 Western Financial Corporation_Y-6_1996-12-31_English_11591365,passed,,1867 Western Financial Corporation,1996,both,7936,3575
1867 Western Financial Corporation_Y-6_1996-12-31_English_11591365_2,passed,,1867 Western Financial Corporation,1996,both,7935,3586
"1889 Bancshares, Inc._Y-6_1996-12-31_English_11557107",passed,,"1889 BANCSHARES, INC.",1996,both,12417,1130
"1889 Bancshares, Inc._Y-6_1996-12-31_English_11557107_2",passed,,"1889 BANCSHARES, INC.",1996,both,12443,1134
"1st Group, Incorporated_Y-6_1996-12-31_English_11558730",passed,,"1ST GROUP, INC.",1996,both,18025,939
"1st Group, Incorporated_Y-6_1996-12-31_English_11558730_2",passed,,"1ST GROUP, INC.",1996,both,15227,777
"1st United Bancorporation, Inc._Y-6_1996-12-31_English_11560123",passed,,"1ST UNITED BANCORPORATION, INC.",1996,both,9916,1155
"1st United Bancorporation, Inc._Y-6_1996-12-31_English_11560123_2",passed,,1ST UNITED BANCORPORATION INC,1996,both,10017,1148
304 Corporation_Y-6_1996-12-31_English_11558792,passed,,304 CORPORATION,1996,securities,2388,235
304 Corporation_Y-6_1996-12-31_English_11558792_2,passed,,304 CORPORATION,1996,both,2599,1054
405 Corporation_Y-6_1996-12-31_English_11556351,passed,,405 Corporation,1996,both,11205,1790
405 Corporation_Y-6_1996-12-31_English_11556351_2,passed,,405 Corporation,1996,both,11213,1816
473 Broadway Holding Corporation_Y-6_1996-12-31_English_11535596,passed,,473 Broadway Holding Corporation,1996,both,3634,1344
473 Broadway Holding Corporation_Y-6_1996-12-31_English_11535596_2,passed,,473 Broadway Holding Corporation,1996,both,3613,1339
"A. E. Bancorp, Inc._Y-6_1996-12-31_English_11522592",passed,,"A. E. Bancorp, Inc.",1996,both,4302,901
"A. E. Bancorp, Inc._Y-6_1996-12-31_English_11522592_2",passed,,"A.E. Bancorp, Inc.",1996,both,4301,1105
"A. M. Saylor, Incorporated_Y-6_1996-12-31_English_11596765",passed,,"A.M. SAYLOR, INCORPORATED",1996,both,2857,954
"A. M. Saylor, Incorporated_Y-6_1996-12-31_English_11596765_2",passed,,"A.M. SAYLOR, INCORPORATED",1996,both,2857,954
"ABNA Holdings, Inc._Y-6_1996-12-31_English_11594746",passed,,"ABNA Holdings, Inc.",1996,both,2761,1280
"ABNA Holdings, Inc._Y-6_1996-12-31_English_11594746_2",passed,,"ABNA Holdings, Inc.",1996,both,2761,1232
"ABS Investors, LLC_Y-6_1996-12-31_English_11519268",passed,,"ABS Investors, LLC",1996,both,3149,557
"ABS Investors, LLC_Y-6_1996-12-31_English_11519268_2",passed,,"ABS Investors, LLC",1996,both,3149,548
"AC Bancorp, Inc._Y-6_1996-12-31_English_11595195",passed,,"Athens Bancorp, Inc.",1996,both,2108,1140
"AC Bancorp, Inc._Y-6_1996-12-31_English_11595195_2",passed,,"Athens Bancorp, Inc.",1996,both,2108,1140
"AJJ Bancorp, Inc._Y-6_1996-12-31_English_11522562",passed,,"AJJ BANCORP, INC.",1996,both,2508,591
"AJJ Bancorp, Inc._Y-6_1996-12-31_English_11522562_2",passed,,"AJJ BANCORP, INC.",1996,both,2509,591
"ANB Bancshares, Inc_Y-6_1996-12-31_English_11522575",passed,,"Arkansas National Bancshares, Inc.",1996,both,5564,1577
"ANB Bancshares, Inc_Y-6_1996-12-31_English_11522575_2",passed,,"Arkansas National Bancshares, Inc.",1996,both,5475,1610
"APM Bancorp, Inc._Y-6_1996-12-31_English_11522323",passed,,"APM Bancorp, Inc.",1996,both,2600,1072
"APM Bancorp, Inc._Y-6_1996-12-31_English_11522323_2",passed,,"APM Bancorp, Inc.",1996,both,2600,1081
"ASB Bancshares, Inc._Y-6_1996-12-31_English_11560234",passed,,ASB BANCSRARES,1946,both,5712,1820
"ASB Bancshares, Inc._Y-6_1996-12-31_English_11560234_2",passed,,ASB BANCSHARES,1976,both,5541,1807
ASB Bank Holding Company_Y-6_1996-12-31_English_11560134,passed,,ASB BANK HOLDING COMPANY,1996,both,15321,1280
ASB Bank Holding Company_Y-6_1996-12-31_English_11560134_2,passed,,ASS Bank Holding Company,1996,both,2930,1309
ASB Corporation_Y-6_1996-12-31_English_11557353,passed,,ASB CORPORATION,1996,securities,4042,315
ASB Corporation_Y-6_1996-12-31_English_11557353_2,passed,,ASB CORPORATION,1996,securities,3983,312
"Abrams Centre Bancshares, Inc._Y-6_1996-12-31_English_11594745",passed,,"Abraham Centre Bancshares, Inc.",1997,both,2729,1762
"Abrams Centre Bancshares, Inc._Y-6_1996-12-31_English_11594745_2",passed,,"Abraham Centre Bancshares, Inc.",1997,both,2710,1700
"Absarokee Bancorporation, Inc._Y-6_1996-09-30_English_11560126",passed,,Absarokee Bancorporation Inc.,1996,both,3757,2177
"Absarokee Bancorporation, Inc._Y-6_1996-09-30_English_11560126_2",passed,,Absarokee Bancorporation Inc.,1996,both,3785,2121
"Access Bancshares, Inc._Y-6_1996-12-31_English_11559645",passed,,"L & M Bancshares, Inc.",1996,both,2745,481
"Access Bancshares, Inc._Y-6_1996-12-31_English_11559645_2",passed,,"L & M Bancshares, Inc.",1996,both,2750,520
"Acme Holding Company, Inc._Y-6_1996-12-31_English_11595979",failed,Invalid \escape: line 60 column 63 (char 1585),,,,,
"Acme Holding Company, Inc._Y-6_1996-12-31_English_11595979_2",failed,Invalid \escape: line 60 column 63 (char 1562),,,,,
"Adair Insurance Agency, Inc._Y-6_1996-12-31_English_11518756",failed,Invalid \escape: line 33 column 72 (char 807),,,,,
"Adair Insurance Agency, Inc._Y-6_1996-12-31_English_11518756_2",passed,,"Adair Insurance Agency, Inc.",1996,both,2404,1357
"Adams Bancshares, Inc._Y-6_1996-12-31_English_11560124",passed,,"ADAMS BANCSHARES, INC.",1996,both,13734,767
"Adams Bancshares, Inc._Y-6_1996-12-31_English_11560124_2",passed,,"ADAMS BANCSHARES, INC.",1996,insiders,13859,743
"Adbanc, Inc._Y-6_1996-12-31_English_11591337",failed,Invalid \escape: line 69 column 61 (char 1880),,,,,
"Adbanc, Inc._Y-6_1996-12-31_English_11591337_2",passed,,"ADBANC, INC.",1996,both,3299,1705
"Admiral Family Banks, Inc._Y-6_1996-12-31_English_11557405",passed,,"ADMIRAL BANKS, INC.",1996,both,2115,313
"Admiral Family Banks, Inc._Y-6_1996-12-31_English_11557405_2",passed,,"ADMIRAL BANKS, INC.",1996,both,2118,308
"Admiralty Bancorp, Inc._Y-6_1996-12-31_English_11527179",passed,,"White Eagle Financial Group, Inc.",1996,both,11478,1158
"Admiralty Bancorp, Inc._Y-6_1996-12-31_English_11527179_2",passed,,"White Eagle Financial Group, Inc.",1996,both,11478,1152
"Admire Bancshares, Inc._Y-6_1996-12-31_English_11556265",passed,,"Admire Bancshares, Inc.",1996,insiders,6057,1149
