file,status,error,bank_name,year,presence,tokens,out_tokens
1867 Western Financial Corporation_Y-6_2008-12-31_English_8826439_2,passed,,1867 Western Financial,2009,both,8613,4076
1867 Western Financial Corporation_Y-6_2008-12-31_English_8826439_4,passed,,1867 Western Financial,2008,both,8613,4277
"1889 Bancshares, Inc._Y-6_2008-12-31_English_8843009_2",failed,"403 Forbidden. {'message': '<html>\r\n<head><title>403 Forbidden</title></head>\r\n<body>\r\n<center><h1>403 Forbidden</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Forbidden'}",,,,,
"1889 Bancshares, Inc._Y-6_2008-12-31_English_8843009_4",failed,"403 Forbidden. {'message': '<html>\r\n<head><title>403 Forbidden</title></head>\r\n<body>\r\n<center><h1>403 Forbidden</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Forbidden'}",,,,,
1895 MHC_Y-6_2008-12-31_English_8655490_2,passed,,1895 MIC,2008,both,3139,4183
1895 MHC_Y-6_2008-12-31_English_8655490_4,passed,,1895 MHC,2008,insiders,3150,4364
"1ST SUMMIT BANCORP of Johnstown, Inc._Y-6_2008-12-31_English_8649249_2",passed,,"1ST SUMMIT BANCORP OF JOHNSTOWN, INC.",2008,both,4438,2111
"1ST SUMMIT BANCORP of Johnstown, Inc._Y-6_2008-12-31_English_8649249_4",passed,,"1ST SUMMIT BANCORP OF JOHNSTOWN, INC.",2008,both,4426,2145
"1st Advantage Bancshares, Inc._Y-6_2008-12-31_English_8844015_2",passed,,"1st Advantage Bancshares, Inc.",2008,both,5738,1437
"1st Advantage Bancshares, Inc._Y-6_2008-12-31_English_8844015_4",passed,,"1st Advantage Bancshares, Inc.",2008,both,5738,1990
"1st Century Bancshares, Inc._Y-6_2008-12-31_English_8763091_2",passed,,"187 CENTURY BANCEHARES, INC.",2008,securities,5043,242
"1st Century Bancshares, Inc._Y-6_2008-12-31_English_8763091_4",passed,,"187 CENTURY BANCEHARES, INC.",2008,both,5043,371
"1st Colonial Bancorp, Inc._Y-6_2008-12-31_English_8649250_2",passed,,"1st Colonial Bancorp, Inc.",2008,insiders,4184,2090
"1st Colonial Bancorp, Inc._Y-6_2008-12-31_English_8649250_4",passed,,"1st Colonial Bancorp, Inc.",2008,insiders,4195,2751
1st Constitution Bancorp_Y-6_2008-12-31_English_8084201_2,passed,,1st Constitution Bancorp,2008,both,3043,1014
1st Constitution Bancorp_Y-6_2008-12-31_English_8084201_4,passed,,1st Constitution Bancorp,2008,both,2732,1010
"1st Financial Bancshares, Inc._Y-6_2008-12-31_English_8843239_2(1)",failed,"Expecting ',' delimiter: line 445 column 6 (char 23979)",,,,,
"1st Financial Bancshares, Inc._Y-6_2008-12-31_English_8843239_2",failed,"Expecting ',' delimiter: line 459 column 6 (char 24928)",,,,,
"1st Financial Bancshares, Inc._Y-6_2008-12-31_English_8843239_4(1)",failed,"Expecting ',' delimiter: line 431 column 6 (char 24616)",,,,,
"1st Financial Bancshares, Inc._Y-6_2008-12-31_English_8843239_4",failed,"Expecting ',' delimiter: line 459 column 6 (char 24752)",,,,,
1st Financial Services Corporation_Y-6_2008-12-31_English_8860743,passed,,1st Financial Services Corporation,2008,insiders,5833,2188
1st Financial Services Corporation_Y-6_2008-12-31_English_8860743_2,passed,,1st Financial Services Corporation,2008,insiders,5836,2078
1st Pacific Bancorp_Y-6_2008-12-31_English_8763081_2,passed,,1st Pacific Bancorp,2008,both,4940,1946
1st Pacific Bancorp_Y-6_2008-12-31_English_8763081_4,passed,,1st Pacific Bancorp,2008,both,4930,1967
1st Source Corporation_Y-6_2008-12-31_English_8842359_2,passed,,1st Source Corporation,2008,both,20902,4292
1st Source Corporation_Y-6_2008-12-31_English_8842359_4,passed,,1st Source Corporation,2008,both,21732,4205
"1st State Financial, Ltd._Y-6_2008-12-31_English_8582970_2",passed,,"Valley Financial Group, Ltd.",2008,both,6094,2478
"1st State Financial, Ltd._Y-6_2008-12-31_English_8582970_4",passed,,"Valley Financial Group, Ltd.",2008,both,9296,2478
"1st United Bancorporation, Inc._Y-6_2008-12-31_English_8592918_2",passed,,"1st United Bancorporation, Inc.",2008,both,4583,1461
"1st United Bancorporation, Inc._Y-6_2008-12-31_English_8592918_4",passed,,"1st United Bancorporation, Inc.",2008,both,4595,1387
215 Holding Co._Y-6_2008-12-31_English_8593123_2,passed,,215 Holding Co.,2008,both,7190,4393
215 Holding Co._Y-6_2008-12-31_English_8593123_4,passed,,215 Holding Co.,2008,both,7193,4376
304 Corporation_Y-6_2008-12-31_English_8585010_2,passed,,304 Corp,2008,both,3900,877
304 Corporation_Y-6_2008-12-31_English_8585010_4,passed,,304 Corp,2008,both,3898,879
"3MV Bancorp, Inc._Y-6_2008-12-31_English_8843260_2",passed,,"3MY BANCORP, INC.",2008,both,4832,2258
"3MV Bancorp, Inc._Y-6_2008-12-31_English_8843260_4",passed,,"3MY BANCORP, INC.",2008,both,5203,2117
"A. E. Bancorp, Inc._Y-6_2008-12-31_English_8579986_2",failed,Invalid \escape: line 24 column 47 (char 543),,,,,
"A. E. Bancorp, Inc._Y-6_2008-12-31_English_8579986_4",failed,Invalid \escape: line 24 column 47 (char 588),,,,,
"A. M. Saylor, Incorporated_Y-6_2008-12-31_English_8842366_2",passed,,"A. M. Saylor, Incorporated",2008,both,3100,880
"A. M. Saylor, Incorporated_Y-6_2008-12-31_English_8842366_4",passed,,"A. M. Saylor, Incorporated",2008,both,3100,770
A. Wilbert's Sons Lumber and Shingle Company_Y-6_2008-12-31_English_8570577_2,passed,,A. Wilbert's Sons Lumber and Shingle Co.,2008,both,3637,1980
A. Wilbert's Sons Lumber and Shingle Company_Y-6_2008-12-31_English_8570577_4,passed,,A. Wilbert's Sons Lumber and Shingle Co.,2008,both,3637,1993
"A.N.B. Holding Company, Ltd._Y-6_2008-12-31_English_8763715_2",passed,,"The A.N.B. Holding Company, Ltd.",2008,both,8793,8048
"A.N.B. Holding Company, Ltd._Y-6_2008-12-31_English_8763715_4",passed,,"The A.N.B. Holding Company, Ltd.",2008,both,8814,8036
"ABB Financial Group, Inc._Y-6_2008-12-31_English_8576027_2",passed,,"UCB Financiat Group, Inc.",2008,both,15860,2044
"ABB Financial Group, Inc._Y-6_2008-12-31_English_8576027_4",passed,,"UCB Financiat Group, Inc.",2008,both,4061,2041
"ABCT Holdings, Inc._Y-6_2008-12-31_English_8735005_2",passed,,"ABET Holdings, Inc.",2008,both,4013,1919
"ABCT Holdings, Inc._Y-6_2008-12-31_English_8735005_4",passed,,"ABET Holdings, Inc.",2008,both,3224,1474
"ABDO Investments, Inc._Y-6_2008-12-31_English_8595703_2(1)",passed,,"Abdo Investment, Inc.",2008,both,6494,1795
"ABDO Investments, Inc._Y-6_2008-12-31_English_8595703_2",passed,,"Abdo Investment, Inc.; Rivers Ridge Holding Company",2008,both,6553,1798
"ABDO Investments, Inc._Y-6_2008-12-31_English_8595703_4(1)",passed,,"Abdo Investment, Inc.",2008,both,6534,1784
