file,status,error,bank_name,year,presence,tokens,out_tokens
1867 Western Financial Corporation_Y-6_1998-12-31_English_11494579,passed,,1867 Western Financial Corporation,1998,both,7353,3357
1867 Western Financial Corporation_Y-6_1998-12-31_English_11494579_2,passed,,1867 Western Financial Corporation,1998,both,7359,3415
"1889 Bancshares, Inc._Y-6_1998-12-31_English_11492585(1)",passed,,"1889 BANCSHARES, INC.",1998,both,12608,1106
"1889 Bancshares, Inc._Y-6_1998-12-31_English_11492585",passed,,"1889 BANCSHARES, INC.",1998,both,12616,1112
"1889 Bancshares, Inc._Y-6_1998-12-31_English_11492585_2(1)",passed,,"1889 BANCSHARES, INC.",1998,both,12616,1105
"1889 Bancshares, Inc._Y-6_1998-12-31_English_11492585_2",passed,,"1889 BANCSHARES, INC.",1998,both,12616,1106
"1ST SUMMIT BANCORP of Johnstown, Inc._Y-6_1998-12-31_English_11497709",passed,,"1ST SUMMIT BANCORP of Johnstown, Inc.",1998,both,3988,2046
"1ST SUMMIT BANCORP of Johnstown, Inc._Y-6_1998-12-31_English_11497709_2",passed,,"1ST SUMMIT BANCORP of Johnstown, Inc.",1998,both,3998,2016
1st Choice Financial Corporation_Y-6_1998-12-31_English_11498831,passed,,1ST CHOICE FINANCIAL CORPORATION,1998,both,6743,3164
1st Choice Financial Corporation_Y-6_1998-12-31_English_11498831_2,passed,,1ST CHOICE FINANCIAL CORPORATION,1998,both,6700,3167
"1st Floyd Bankshares, Incorporated_Y-6_1998-12-31_English_11389323",passed,,"1st Floyd Bankshares, Inc.",1998,both,2567,1790
"1st Floyd Bankshares, Incorporated_Y-6_1998-12-31_English_11389323_2",passed,,"1st Floyd Bankshares, Inc.",1998,both,2567,1742
"1st Group, Incorporated_Y-6_1998-12-31_English_11491638",passed,,"1ST GROUP, INC.",1998,both,6006,2490
"1st Group, Incorporated_Y-6_1998-12-31_English_11491638_2",passed,,"1ST GROUP, INC.",1998,both,5919,1089
"1st Jackson Bancshares, Inc._Y-6_1998-12-31_English_11389277",passed,,"1st Jackson Bancshares, Inc.",1998,both,2125,1600
"1st Jackson Bancshares, Inc._Y-6_1998-12-31_English_11389277_2",passed,,North Jackson Bank,1998,both,2125,1603
"1st United Bancorporation, Inc._Y-6_1998-12-31_English_11488539",passed,,"1st United Bancorporation, Inc.",1998,both,2204,958
"1st United Bancorporation, Inc._Y-6_1998-12-31_English_11488539_2",passed,,"1st United Bancorporation, Inc.",1998,both,2204,958
215 Holding Co._Y-6_1998-12-31_English_11487110,passed,,215 Holding Co.,1998,both,4314,1509
215 Holding Co._Y-6_1998-12-31_English_11487110_2,passed,,215 Holding Co.,1998,both,4236,1473
304 Corporation_Y-6_1998-12-31_English_11476210,passed,,304 Corporation,1998,both,3346,1773
304 Corporation_Y-6_1998-12-31_English_11476210_2,passed,,304 Corporation,1998,both,3343,1792
A. Wilbert's Sons Lumber and Shingle Company_Y-6_1998-12-31_English_11384050,passed,,A. Wilbert's Sons Lumber and Shingle Co.,1998,both,2741,1436
A. Wilbert's Sons Lumber and Shingle Company_Y-6_1998-12-31_English_11384050_2,passed,,A. Wilbert's Sons Lumber and Shingle Co.,1998,both,2784,1430
ABC Employee Stock Ownership Plan (ESOP)_Y-6_1998-12-31_English_11465509,passed,,"ANCHOR BANCORPORATION, INC.",1998,both,4801,2813
ABC Employee Stock Ownership Plan (ESOP)_Y-6_1998-12-31_English_11465509_2,passed,,"ANCHOR BANCORPORATION, INC.",1998,both,4801,1803
"ABNA Holdings, Inc._Y-6_1998-12-31_English_11468654",passed,,"ANNA Holdings, Inc.",1998,both,4063,1201
"ABNA Holdings, Inc._Y-6_1998-12-31_English_11468654_2",passed,,"ANNA Holdings, Inc.",1998,both,4060,1211
"ABS Investors, LLC_Y-6_1998-12-31_English_11388299",passed,,ABS Investors LLC,1998,both,5078,1885
"ABS Investors, LLC_Y-6_1998-12-31_English_11388299_2",passed,,ABS Investors LLC,1998,both,5077,1960
"AC Bancorp, Inc._Y-6_1998-12-31_English_11465303",passed,,"ATHENS BANCORP, INC.",1998,both,2580,1290
"AC Bancorp, Inc._Y-6_1998-12-31_English_11465303_2",passed,,"ATHENS BANCORP, INC.",1998,both,2584,1330
"AJJ Bancorp, Inc._Y-6_1998-12-31_English_11465487",passed,,"AJJ Bancorp, Inc.",1998,both,2576,550
"AJJ Bancorp, Inc._Y-6_1998-12-31_English_11465487_2",failed,Invalid \escape: line 42 column 62 (char 1061),,,,,
