file,status,error,bank_name,year,presence,tokens,out_tokens
1867 Western Financial Corporation_Y-6_2005-12-31_English_10330140,passed,,1867 Western Financial Corp,2005,both,5696,3420
1867 Western Financial Corporation_Y-6_2005-12-31_English_10330140_2,passed,,1867 Western Financial Corp,2005,both,5664,3429
"1889 Bancshares, Inc._Y-6_2005-12-31_English_10030019",passed,,"1889 Bancshares, Inc.",2005,both,11385,805
"1889 Bancshares, Inc._Y-6_2005-12-31_English_10030019_2",passed,,"1889 Bancshares, Inc.",2005,both,11385,805
"1ST SUMMIT BANCORP of Johnstown, Inc._Y-6_2005-12-31_English_10388338",passed,,"1ST Summit Bancorp of Johnstown, Inc.",2005,both,5165,2416
"1ST SUMMIT BANCORP of Johnstown, Inc._Y-6_2005-12-31_English_10388338_2",passed,,"1ST Summit Bancorp of Johnstown, Inc.",2005,both,5201,2445
"1st Advantage Bancshares, Inc._Y-6_2005-12-31_English_10088454",passed,,"1st Advantage Bancshares, Inc.",2005,both,5859,1871
"1st Advantage Bancshares, Inc._Y-6_2005-12-31_English_10088454_2",passed,,"1st Advantage Bancshares, Inc.",2005,both,5427,1579
"1st Choice Bancorp, Inc._Y-6_2005-12-31_English_10021066",passed,,"1ST CHOICE BANCORP, INC.",2005,both,15234,1547
"1st Choice Bancorp, Inc._Y-6_2005-12-31_English_10021066_2",passed,,"1ST CHOICE BANCORP, INC.",2005,both,14796,1563
"1st Colonial Bancorp, Inc._Y-6_2005-12-31_English_10386184",passed,,"1st Colonial Bancorp, Inc.",2005,both,5501,2238
"1st Colonial Bancorp, Inc._Y-6_2005-12-31_English_10386184_2",passed,,"1st Colonial Bancorp, Inc.",2005,both,5501,2243
1st Constitution Bancorp_Y-6_2005-12-31_English_10065445,passed,,1st Constitution Bancorp,2005,both,2718,1040
1st Constitution Bancorp_Y-6_2005-12-31_English_10065445_2,failed,Invalid \escape: line 47 column 51 (char 947),,,,,
"1st Independence Financial Group, Inc._Y-6_2005-12-31_English_10391942",passed,,"1st Independence Financial Group, Inc.",2005,both,4539,2352
"1st Independence Financial Group, Inc._Y-6_2005-12-31_English_10391942_2",passed,,"1st Independence Financial Group, Inc.",2005,both,4535,2379
"1st Jackson Bancshares, Inc._Y-6_2005-12-31_English_10287839",passed,,"First Jackson Bancshares, Inc.",2005,both,13054,2103
"1st Jackson Bancshares, Inc._Y-6_2005-12-31_English_10287839_2",passed,,"First Jackson Bancshares, Inc.",2005,both,5325,1705
"1st State Bank Foundation, Inc._Y-6_2005-09-30_English_10085041",failed,Invalid \escape: line 144 column 63 (char 3614),,,,,
"1st State Bank Foundation, Inc._Y-6_2005-09-30_English_10085041_2",failed,Invalid \escape: line 144 column 63 (char 3559),,,,,
"1st United Bancorp, Inc._Y-6_2005-12-31_English_10312559",passed,,"1st United Bancorp, Inc.",2005,both,3964,1832
"1st United Bancorp, Inc._Y-6_2005-12-31_English_10312559_2",passed,,"1st United Bancorp, Inc.",2005,both,3964,1833
"1st United Bancorporation, Inc._Y-6_2005-12-31_English_10070823",passed,,1st United Bancorporation,2005,both,2903,1258
"1st United Bancorporation, Inc._Y-6_2005-12-31_English_10070823_2",passed,,Ist United Bancorporation,2005,both,2901,1262
215 Holding Co._Y-6_2005-12-31_English_10072710,passed,,215 Holding Co.,2005,both,4590,2465
215 Holding Co._Y-6_2005-12-31_English_10072710_2,passed,,215 Holding Co.,2005,both,4588,2462
304 Corporation_Y-6_2005-12-31_English_10049606,passed,,304 Corporation,2005,both,2844,1124
304 Corporation_Y-6_2005-12-31_English_10049606_2,failed,"504 Gateway Timeout. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Timeout'}",,,,,
"A. E. Bancorp, Inc._Y-6_2005-12-31_English_10169703",failed,"504 Gateway Timeout. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Timeout'}",,,,,
"A. E. Bancorp, Inc._Y-6_2005-12-31_English_10169703_2",passed,,"A. E. Bancorp, Inc.",2005,both,18414,1073
"A. M. Saylor, Incorporated_Y-6_2005-12-31_English_10170742",passed,,A. M. SAYLOR INCORPORATED,2005,both,5978,901
"A. M. Saylor, Incorporated_Y-6_2005-12-31_English_10170742_2",passed,,A. M. SAYLOR INCORPORATED,2005,both,5981,896
A. Wilbert's Sons Lumber and Shingle Company_Y-6_2005-12-31_English_10187539,passed,,A. Wilbert's Sons Lumber and Shingle Company,2005,both,3987,1992
A. Wilbert's Sons Lumber and Shingle Company_Y-6_2005-12-31_English_10187539_2,passed,,A. Wilbert's Sons Lumber and Shingle Company,2005,both,4078,2000
"A.N.B. Holding Company, Ltd._Y-6_2005-12-31_English_10009268",failed,"Expecting ',' delimiter: line 295 column 6 (char 9697)",,,,,
"A.N.B. Holding Company, Ltd._Y-6_2005-12-31_English_10009268_2",failed,"Expecting ',' delimiter: line 295 column 6 (char 9686)",,,,,
"ABNA Holdings, Inc._Y-6_2005-12-31_English_10009212",passed,,"ASNA Holdings, Inc.",2005,both,2775,668
"ABNA Holdings, Inc._Y-6_2005-12-31_English_10009212_2",passed,,"ASNA Holdings, Inc.",2005,both,2775,650
"ABS Investors, LLC_Y-6_2005-12-31_English_10220709",passed,,"ABS Investors, LLC",2005,both,20612,885
"ABS Investors, LLC_Y-6_2005-12-31_English_10220709_2",passed,,"ABS Investors, LLC",2005,both,20604,1593
"AC Bancorp, Inc._Y-6_2005-12-31_English_10171360",passed,,"Athens Bancorp, Inc.",2005,both,6452,1308
"AC Bancorp, Inc._Y-6_2005-12-31_English_10171360_2",passed,,"Athens Bancorp, Inc.",2005,both,6299,1347
ACNB Corporation_Y-6_2005-12-31_English_10387297,passed,,ACNB Corporation,2005,insiders,3649,2097
ACNB Corporation_Y-6_2005-12-31_English_10387297_2,failed,"504 Gateway Timeout. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Timeout'}",,,,,
"ACRU, Inc._Y-6_2005-12-31_English_10218917",failed,"504 Gateway Timeout. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Timeout'}",,,,,
"ACRU, Inc._Y-6_2005-12-31_English_10218917_2",passed,,"FIRST-CHEROKEE BANCSHARES, INC.",2005,both,5108,2646
"AIM Bancshares, Inc._Y-6_2005-12-31_English_10013537",passed,,"AIM Bancshares, Inc.",2005,both,3167,1000
"AIM Bancshares, Inc._Y-6_2005-12-31_English_10013537_2",passed,,"AIM Bancshares, Inc.",2005,both,3167,968
"AJJ Bancorp, Inc._Y-6_2005-12-31_English_10170725",passed,,"A.J. Bancorp, Inc.",2005,both,3199,689
"AJJ Bancorp, Inc._Y-6_2005-12-31_English_10170725_2",passed,,"A.J. Bancorp, Inc.",2005,both,3199,689
AMB Financial Services Corporation ESOP_Y-6_2005-12-31_English_10325419,passed,,AMB Financial Services Corporation Employee Stock Ownership Plan with 401 K Provisions,2005,both,4932,2883
AMB Financial Services Corporation ESOP_Y-6_2005-12-31_English_10325419_2,passed,,AMB Financial Services Corporation Employee Stock Ownership Plan with 401 K Provisions,2005,both,4926,2880
"AMCORE Financial, Inc._Y-6_2005-12-31_English_10170782",passed,,"AMCORE Financial, Inc.",2005,insiders,106158,2650
"AMCORE Financial, Inc._Y-6_2005-12-31_English_10170782_2",passed,,"AMCORE Financial, Inc.",2005,insiders,97128,2669
"ANB Bancorp, Inc._Y-6_2005-12-31_English_10170813",passed,,"ANB Bancorp, Inc.",2005,both,5385,1185
"ANB Bancorp, Inc._Y-6_2005-12-31_English_10170813_2",failed,"504 Gateway Timeout. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Timeout'}",,,,,
"ANB Bancshares, Inc._Y-6_2005-12-31_English_10022287",passed,,"ANB Bancshares, Inc.",2005,both,6416,2617
"ANB Bancshares, Inc._Y-6_2005-12-31_English_10022287_2",passed,,"ANB Bancshares, Inc.",2005,both,6418,2636
"ANB Bancshares, Inc_Y-6_2005-12-31_English_10087019",passed,,"Arkansas National Bancshares, Inc.",2005,both,14345,1546
"ANB Bancshares, Inc_Y-6_2005-12-31_English_10087019_2",passed,,"Arkansas National Bancshares, Inc.",2005,both,14353,1615
"APM Bancorp, Inc._Y-6_2005-12-31_English_10170822",failed,Invalid \escape: line 60 column 86 (char 1305),,,,,
"APM Bancorp, Inc._Y-6_2005-12-31_English_10170822_2",passed,,"APM Bancorp, Inc.",2005,both,3447,1694
ASB Bank Holding Company_Y-6_2005-12-31_English_10063051,passed,,ASB BANK HOLDING COMPANY,2005,both,3650,1422
ASB Bank Holding Company_Y-6_2005-12-31_English_10063051_2,passed,,ASB BANK HOLDING COMPANY,2005,both,3658,1443
ASB Corporation_Y-6_2005-12-31_English_10022849,passed,,ASB Corporation,2005,both,2964,1139
ASB Corporation_Y-6_2005-12-31_English_10022849_2,passed,,ASB Corporation,2005,both,2961,1140
ASB Management Corp_Y-6_2005-12-31_English_10091982,passed,,ASR Management Corp.,2005,both,8921,1413
ASB Management Corp_Y-6_2005-12-31_English_10091982_2,passed,,ASR Management Corp.,2005,both,8914,1413
ATBancorp_Y-6_2005-12-31_English_10171358,passed,,ATBancorp,2005,both,22188,1944
ATBancorp_Y-6_2005-12-31_English_10171358_2,passed,,ATBancorp,2005,both,22365,2097
"AVEST, Inc._Y-6_2005-12-31_English_10012402",failed,Invalid \escape: line 167 column 45 (char 4837),,,,,
"AVEST, Inc._Y-6_2005-12-31_English_10012402_2",passed,,"Avest, Inc.",2005,both,6916,7228
"Abigail Adams National Bancorp, Inc._Y-6_2005-12-31_English_10328911",passed,,Abigail Adams National Bancorp,2005,both,5362,2743
"Abigail Adams National Bancorp, Inc._Y-6_2005-12-31_English_10328911_2",passed,,Abigail Adams National Bancorp,2005,both,5360,2727
Abington MHC_Y-6_2005-12-31_English_10386166(1),passed,,Abington Mutual Holding Company,2005,both,4448,3334
Abington MHC_Y-6_2005-12-31_English_10386166,failed,Invalid \escape: line 33 column 51 (char 869),,,,,
Abington MHC_Y-6_2005-12-31_English_10386166_2(1),passed,,Abington Mutual Holding Company,2005,both,4448,3302
Abington MHC_Y-6_2005-12-31_English_10386166_2,failed,"504 Gateway Timeout. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Timeout'}",,,,,
