file,status,error,bank_name,year,presence,tokens,out_tokens
1867 Western Financial Corporation_Y-6_2001-12-31_English_11256925,passed,,1867 Western Financial Corp,2001,both,6755,3263
1867 Western Financial Corporation_Y-6_2001-12-31_English_11256925_2,passed,,1867 WESTERN FINANCIAL CORPORATION,2001,both,6750,3283
"1889 Bancshares, Inc._Y-6_2001-12-31_English_11262781",passed,,"1889 Bancshares, Inc.",2001,both,10900,732
"1889 Bancshares, Inc._Y-6_2001-12-31_English_11262781_2",passed,,"1889 Bancshares, Inc.",2001,both,10944,989
"1ST SUMMIT BANCORP of Johnstown, Inc._Y-6_2001-12-31_English_11201623",passed,,"1ST SUMMIT BANCORP, INC.",2001,both,4493,2322
"1ST SUMMIT BANCORP of Johnstown, Inc._Y-6_2001-12-31_English_11201623_2",passed,,"1ST SUMMIT BANCORP, INC.",2001,both,4513,2277
"1st Brookfield, Incorporated ESOP_Y-6_2001-12-31_English_11275929",passed,,"1st Brookfield, Inc.",2001,securities,3113,491
"1st Brookfield, Incorporated ESOP_Y-6_2001-12-31_English_11275929_2",passed,,"1st Brookfield, Inc.",2001,securities,3113,491
"1st Choice Bancorp, Inc._Y-6_2001-12-31_English_11274023",passed,,"1ST CHOICE BANCORP, INC.",2001,both,3025,1068
"1st Choice Bancorp, Inc._Y-6_2001-12-31_English_11274023_2",passed,,"1ST CHOICE BANCORP, INC.",2001,both,3010,790
1st Constitution Bancorp_Y-6_2001-12-31_English_11261681,failed,Invalid \escape: line 47 column 51 (char 1130),,,,,
1st Constitution Bancorp_Y-6_2001-12-31_English_11261681_2,failed,Invalid \escape: line 47 column 51 (char 1130),,,,,
"1st Financial Bancshares, Inc._Y-6_2001-12-31_English_11264704",passed,,"1ST FINANCIAL BANCSHARES, INC.",2001,both,7460,3645
"1st Financial Bancshares, Inc._Y-6_2001-12-31_English_11264704_2",passed,,"1ST FINANCIAL BANCSHARES, INC.",2001,both,7579,3550
"1st Independence Financial Group, Inc._Y-6_2001-12-31_English_11271809",passed,,"Harrodsburg First Financial Bancorp, Inc.",2001,both,3814,1404
"1st Independence Financial Group, Inc._Y-6_2001-12-31_English_11271809_2",passed,,"Harrodsburg First Financial Bancorp, Inc.",2001,both,3815,1581
"1st Jackson Bancshares, Inc._Y-6_2001-12-31_English_11199421",passed,,"1st Jackson Bancshares, Inc.",2001,both,2776,1482
"1st Jackson Bancshares, Inc._Y-6_2001-12-31_English_11199421_2",passed,,"1st Jackson Bancshares, Inc.",2001,both,2776,1518
1st Source Corporation_Y-6_2001-12-31_English_11283027,passed,,1ST SOURCE CORPORATION,2001,both,7606,3597
1st Source Corporation_Y-6_2001-12-31_English_11283027_2,passed,,1ST SOURCE CORPORATION,2001,both,7600,3598
"1st State Bancorp, Inc._Y-6_2001-09-30_English_11210626",passed,,"1st State Bank Foundation, Inc.",2001,both,4787,2446
"1st State Bancorp, Inc._Y-6_2001-09-30_English_11210626_2",passed,,"1st State Bank Foundation, Inc.",2001,both,4787,2478
"1st United Bancorp, Inc._Y-6_2001-12-31_English_11199408",passed,,"Advantage Bankshares, Inc.",2001,both,3105,1754
"1st United Bancorp, Inc._Y-6_2001-12-31_English_11199408_2",passed,,"Advantage Bankshares, Inc.",2001,both,3105,1750
"1st United Bancorporation, Inc._Y-6_2001-12-31_English_11251553",passed,,"1ST UNITED BANCORPORATION, INC.",2001,both,2897,1270
"1st United Bancorporation, Inc._Y-6_2001-12-31_English_11251553_2",passed,,"1st United Bancorporation, Inc.",2001,both,2800,1267
"2000 Williams Investment Company, LLC_Y-6_2001-12-31_English_11199420",passed,,"The 2000 Williams Investment CO., LLC",2001,securities,3752,579
"2000 Williams Investment Company, LLC_Y-6_2001-12-31_English_11199420_2",passed,,"THE 2000 WILLIAMS INVESTMENT CO.,LLC",2001,both,3686,748
215 Holding Co._Y-6_2001-12-31_English_11256980,passed,,215 Holding Co,2001,both,4628,1448
215 Holding Co._Y-6_2001-12-31_English_11256980_2,passed,,215 Holding Co,2001,both,4623,1498
473 Broadway Holding Corporation_Y-6_2001-12-31_English_11251624,passed,,473 BROADWAY HOLDING CORPORATION,2001,both,4120,1312
473 Broadway Holding Corporation_Y-6_2001-12-31_English_11251624_2,passed,,473 BROADWAY HOLDING CORPORATION,2001,both,4120,1312
"A. E. Bancorp, Inc._Y-6_2001-12-31_English_11276347",passed,,"A.E. BANCORP, INC.",2001,both,5606,1016
"A. E. Bancorp, Inc._Y-6_2001-12-31_English_11276347_2",passed,,"A.E. BANCORP, INC.",2001,both,5607,1035
"A. M. Saylor, Incorporated_Y-6_2001-12-31_English_11281450",passed,,"A. M. SAYLOR, INCORPORATED",2001,both,2837,923
