file,status,error,bank_name,year,presence,tokens,out_tokens
1867 Western Financial Corporation_Y-6_1997-12-31_English_11547145,passed,,1867 Western Financial Corporation,1997,both,7314,3374
1867 Western Financial Corporation_Y-6_1997-12-31_English_11547145_2,passed,,1867 Western Financial Corporation,1997,both,7312,3423
"1889 Bancshares, Inc._Y-6_1997-12-31_English_11544567",passed,,"1889 BANCSHARES, INC.",1997,both,10439,1070
"1889 Bancshares, Inc._Y-6_1997-12-31_English_11544567_2",passed,,"1889 BANCSHARES, INC.",1997,both,10452,1064
"1ST SUMMIT BANCORP of Johnstown, Inc._Y-6_1997-12-31_English_11518359",failed,Invalid \escape: line 138 column 60 (char 5570),,,,,
"1ST SUMMIT BANCORP of Johnstown, Inc._Y-6_1997-12-31_English_11518359_2",passed,,"1ST SUMMIT BANCORP of Johnstown, Inc.",1997,both,3854,2156
"1st Brookfield, Inc._Y-6_1997-12-31_English_11550192",passed,,"1ST BROOKFIELD, INC.",1997,both,4871,1343
"1st Brookfield, Inc._Y-6_1997-12-31_English_11550192_2",passed,,"1ST BROOKFIELD, INC.",1997,both,4871,1320
1st Choice Financial Corporation_Y-6_1997-12-31_English_11544564,passed,,1ST CHOICE FINANCIAL CORPORATION,1997,both,4799,2813
1st Choice Financial Corporation_Y-6_1997-12-31_English_11544564_2,passed,,1ST CHOICE FINANCIAL CORPORATION,1997,both,4800,2813
"1st Group, Incorporated_Y-6_1997-12-31_English_11544579",failed,Invalid \escape: line 14 column 54 (char 286),,,,,
"1st Group, Incorporated_Y-6_1997-12-31_English_11544579_2",failed,Invalid \escape: line 150 column 70 (char 2885),,,,,
"1st Jackson Bancshares, Inc._Y-6_1997-12-31_English_11479093",passed,,"1ST JACKSON BANCSHARES, INC.",1997,both,2718,1501
"1st Jackson Bancshares, Inc._Y-6_1997-12-31_English_11479093_2",passed,,"1ST JACKSON BANCSHARES, INC.",1997,both,2716,1558
"1st United Bancorporation, Inc._Y-6_1997-12-31_English_11546358",passed,,"1st United Bancorporation, Inc.",1997,both,2493,1219
"1st United Bancorporation, Inc._Y-6_1997-12-31_English_11546358_2",passed,,"1st United Bancorporation, Inc.",1997,both,2512,1182
215 Holding Co._Y-6_1997-12-31_English_11513309,passed,,215 Holding Co.,1997,insiders,4391,1271
215 Holding Co._Y-6_1997-12-31_English_11513309_2,passed,,215 Holding Co.,1997,insiders,4329,1330
304 Corporation_Y-6_1997-12-31_English_11457187,passed,,304 Corporation,1997,both,2792,1267
304 Corporation_Y-6_1997-12-31_English_11457187_2,passed,,304 Corporation,1997,both,2791,1281
"A. E. Bancorp, Inc._Y-6_1997-12-31_English_11554946",passed,,"A.E. BANCORP, INC.",1997,both,4642,1215
"A. E. Bancorp, Inc._Y-6_1997-12-31_English_11554946_2",passed,,"A.E. BANCORP, INC.",1997,both,4695,1193
"A. M. Saylor, Incorporated_Y-6_1997-12-31_English_11521984",passed,,"A.M. SAYLOR, INCORPORATED",1997,both,3222,966
"A. M. Saylor, Incorporated_Y-6_1997-12-31_English_11521984_2",passed,,"A.M. SAYLOR, INCORPORATED",1997,both,3223,996
ABC Employee Stock Ownership Plan (ESOP)_Y-6_1997-12-31_English_11554964,passed,,ABC EMPLOYEE STOCK OWNERSHIP PLAN,1997,both,4892,2681
ABC Employee Stock Ownership Plan (ESOP)_Y-6_1997-12-31_English_11554964_2,passed,,ABC EMPLOYEE STOCK OWNERSHIP PLAN,1997,both,4889,2679
"ABS Investors, LLC_Y-6_1997-12-31_English_11484414",passed,,ABS Investors LLC,1997,insiders,1538,206
"ABS Investors, LLC_Y-6_1997-12-31_English_11484414_2",passed,,ABS Investors LLC,1997,insiders,1523,203
"AC Bancorp, Inc._Y-6_1997-12-31_English_11555922",passed,,"ATHENS BANCORP, INC.",1997,both,3017,1394
"AC Bancorp, Inc._Y-6_1997-12-31_English_11555922_2",passed,,"ATHENS BANCORP, INC.",1997,both,3013,1363
"ACNB North, Inc._Y-6_1997-12-31_English_11518380",passed,,"Farmers National Bancorp, Inc.",1997,both,15399,2242
"ACNB North, Inc._Y-6_1997-12-31_English_11518380_2",passed,,"Farmers National Bancorp, Inc.",1997,both,15432,2189
"AJJ Bancorp, Inc._Y-6_1997-12-31_English_11553264",passed,,"AJJ BANCORP, INC.",1997,both,2239,524
"AJJ Bancorp, Inc._Y-6_1997-12-31_English_11553264_2",passed,,"AJJ BANCORP, INC.",1997,both,2239,516
AMB Financial Services Corporation ESOP_Y-6_1997-12-31_English_11546881,passed,,American Marine Bank Employee Stock Ownership Pl,1997,both,4511,3068
AMB Financial Services Corporation ESOP_Y-6_1997-12-31_English_11546881_2,passed,,American Marine Bank Employee Stock Ownership Pl,1997,both,4511,3417
AMB Financial Services Corporation_Y-6_1997-12-31_English_11546882,passed,,AMB Financial Services Corporation,1997,both,2887,2439
AMB Financial Services Corporation_Y-6_1997-12-31_English_11546882_2,passed,,AMB Financial Services Corporation,1997,both,2887,2440
"ANB Bancshares, Inc_Y-6_1997-12-31_English_11514438",passed,,Arkansas National BancShares Inc.,1997,both,9650,1593
"ANB Bancshares, Inc_Y-6_1997-12-31_English_11514438_2",passed,,Arkansas National BancShares Inc.,1997,both,9650,1584
"APM Bancorp, Inc._Y-6_1997-12-31_English_11555098",passed,,"APM BANCORP, INC.",1997,both,2639,1081
"APM Bancorp, Inc._Y-6_1997-12-31_English_11555098_2",passed,,"APM BANCORP, INC.",1997,both,2644,1082
"ASB Bancshares, Inc._Y-6_1997-12-31_English_11544481",passed,,ASB BANCSHARES,1997,both,5470,1503
"ASB Bancshares, Inc._Y-6_1997-12-31_English_11544481_2",passed,,ASB BANCSHARES,1997,both,5469,1583
ASB Corporation_Y-6_1997-12-31_English_11544123,passed,,ASB Corporation,1997,insiders,5095,1390
ASB Corporation_Y-6_1997-12-31_English_11544123_2,passed,,ASB Corporation,1997,insiders,5030,1375
ATBancorp_Y-6_1997-12-31_English_11555048,passed,,"AMTRUST, INC.",1997,both,4918,2468
ATBancorp_Y-6_1997-12-31_English_11555048_2,passed,,"AMTRUST, INC.",1997,both,4912,2468
Abbeville Capital Corporation_Y-6_1997-12-31_English_11537727,passed,,Abbeville Capital Corporation,1997,both,3004,1595
Abbeville Capital Corporation_Y-6_1997-12-31_English_11537727_2,passed,,ABBEVILLE CAPITAL CORPORATION,1997,both,3573,1717
"Absarokee Bancorporation, Inc._Y-6_1997-09-30_English_11546205",passed,,"Absarokee Bancorporation, Inc.",1997,both,3807,2149
"Absarokee Bancorporation, Inc._Y-6_1997-09-30_English_11546205_2",passed,,"Absarokee Bancorporation, Inc.",1997,both,3675,2148
"Access Bancshares, Inc._Y-6_1997-12-31_English_11513881",passed,,"L & M Bancshares, Inc.",1997,both,3216,466
"Access Bancshares, Inc._Y-6_1997-12-31_English_11513881_2",passed,,"L & M Bancshares, Inc.",1997,both,3216,471
"Adair Insurance Agency, Inc._Y-6_1997-12-31_English_11554232",passed,,"ADAIR INSURANCE AGENCY, INC.",1997,both,2869,1363
"Adair Insurance Agency, Inc._Y-6_1997-12-31_English_11554232_2",passed,,"Adair Insurance Agency, Inc.",1997,both,2870,1346
"Adams Bancshares, Inc._Y-6_1997-12-31_English_11507917",passed,,"Alone Securities, Inc.",1997,both,3476,1131
"Adams Bancshares, Inc._Y-6_1997-12-31_English_11507917_2",passed,,"Adams Bancshares, E8OP with (401) E Provision",1997,both,4003,1093
"Adbanc, Inc._Y-6_1997-12-31_English_11544514",passed,,"ADBANC, Inc.",1997,insiders,3212,865
"Adbanc, Inc._Y-6_1997-12-31_English_11544514_2",passed,,"ADBANC, Inc.",1997,insiders,3212,872
"Admiral Family Banks, Inc._Y-6_1997-12-31_English_11544515",passed,,"Admiral Banks, Inc.",1997,both,1898,303
"Admiral Family Banks, Inc._Y-6_1997-12-31_English_11544515_2",passed,,"Admiral Banks, Inc.",1997,both,1898,310
"Admire Bancshares, Inc._Y-6_1997-12-31_English_11544516",failed,"Expecting ',' delimiter: line 959 column 6 (char 18664)",,,,,
"Admire Bancshares, Inc._Y-6_1997-12-31_English_11544516_2",failed,"Expecting ',' delimiter: line 959 column 6 (char 18680)",,,,,
"Adrian Bancshares, Inc._Y-6_1997-12-31_English_11544492",passed,,"Adrian Bancshares, Inc.",1997,both,15067,281
"Adrian Bancshares, Inc._Y-6_1997-12-31_English_11544492_2",passed,,"Adrian Bancshares, Inc.",1997,both,15070,285
Adrian Building Corporation_Y-6_1997-12-31_English_11546350,passed,,ADRIAN BUILDING CORPORATION,1997,both,2221,823
Adrian Building Corporation_Y-6_1997-12-31_English_11546350_2,passed,,ADRIAN BUILDING CORPORATION,1997,both,2221,837
"Advance Bancorp, Inc._Y-6_1997-12-31_English_11555042",passed,,"Advance Bancorp, Inc.",1997,both,3123,2432
"Advance Bancorp, Inc._Y-6_1997-12-31_English_11555042_2",passed,,"Advance Bancorp, Inc.",1997,both,3123,2430
Alabama Bancorp_Y-6_1997-12-31_English_11484417,passed,,Alabama Bancorp,1997,insiders,3109,1340
Alabama Bancorp_Y-6_1997-12-31_English_11484417_2,passed,,Alabama Bancorp,1997,insiders,3113,1185
Alamo Corporation of Texas_Y-6_1997-12-31_English_11521093(1),passed,,Alamo Corporation of Texas,1997,both,6146,3371
Alamo Corporation of Texas_Y-6_1997-12-31_English_11521093(2),passed,,Alamo Corporation of Texas,1997,both,6165,3087
Alamo Corporation of Texas_Y-6_1997-12-31_English_11521093,passed,,Alamo Corporation of Texas,1997,both,6164,2959
Alamo Corporation of Texas_Y-6_1997-12-31_English_11521093_2(1),passed,,Alamo Corporation of Texas,1997,both,6165,3066
Alamo Corporation of Texas_Y-6_1997-12-31_English_11521093_2(2),passed,,Alamo Corporation of Texas,1997,both,6145,3188
Alamo Corporation of Texas_Y-6_1997-12-31_English_11521093_2,passed,,Alamo Corporation of Texas,1997,both,6170,3081
"Alamosa Bancorporation, Ltd._Y-6_1997-12-31_English_11544494",passed,,"Alamosa Bancorporation, Ltd.",1997,both,5228,1430
"Alamosa Bancorporation, Ltd._Y-6_1997-12-31_English_11544494_2",passed,,"Alamosa Bancorporation, Ltd.",1997,both,5228,1435
Albank Corporation_Y-6_1997-12-31_English_11551857,passed,,ALBANK CORPORATION,1997,both,5693,2069
Albank Corporation_Y-6_1997-12-31_English_11551857_2,passed,,ALBANK CORPORATION,1997,both,5675,2060
"Albany Bancorp, Inc._Y-6_1997-12-31_English_11514427(1)",passed,,"Albany Bancorp, Inc.",1997,both,20642,825
"Albany Bancorp, Inc._Y-6_1997-12-31_English_11514427",passed,,"Albany Bancorp, Inc.",1997,both,20641,849
"Albany Bancorp, Inc._Y-6_1997-12-31_English_11514427_2(1)",passed,,"Albany Bancorp, Inc.",1997,both,20641,848
"Albany Bancorp, Inc._Y-6_1997-12-31_English_11514427_2",passed,,"Albany Bancorp, Inc.",1997,both,20643,1125
"Albany Bancshares, Inc._Y-6_1997-12-31_English_11521090",passed,,"Albany Bancshares, Inc.",1997,both,5103,4281
"Albany Bancshares, Inc._Y-6_1997-12-31_English_11521090_2",passed,,"Albany Bancshares, Inc.",1997,both,5099,4290
"Albany Bancshares, Inc._Y-6_1997-12-31_English_11553309",passed,,"ALBANY BANCSHARES, INC.",1997,both,3023,1087
"Albany Bancshares, Inc._Y-6_1997-12-31_English_11553309_2",passed,,"ALBANY BANCSHARES, INC.",1997,both,3028,1065
