file,status,error,bank_name,year,presence,tokens,out_tokens
1867 Western Financial Corporation_Y-6_2006-12-31_English_9687694,passed,,1867 Western Financial Corp,2006,insiders,4489,1824
1867 Western Financial Corporation_Y-6_2006-12-31_English_9687694_2,passed,,1867 Western Financial Corp,2006,insiders,4504,1830
"1ST SUMMIT BANCORP of Johnstown, Inc._Y-6_2006-12-31_English_9902861",passed,,"1ST SUMMIT BANCORP OF JOHNSTOWN, INC.",2007,both,4075,2169
"1ST SUMMIT BANCORP of Johnstown, Inc._Y-6_2006-12-31_English_9902861_2",passed,,"1ST SUMMIT BANCORP OF JOHNSTOWN, INC.",2007,both,4077,2218
"1st Advantage Bancshares, Inc._Y-6_2006-12-31_English_9097260",passed,,"1st Advantage Bancshares, Inc.",2006,both,6194,1059
"1st Advantage Bancshares, Inc._Y-6_2006-12-31_English_9097260_2",passed,,"1st Advantage Bancshares, Inc.",2006,both,6186,1062
1st Centennial Bancorp._Y-6_2006-12-31_English_9687692,passed,,1st Centennial Bancorp,2006,insiders,3186,2063
1st Centennial Bancorp._Y-6_2006-12-31_English_9687692_2,passed,,1st Centennial Bancorp,2006,insiders,3175,2045
"1st Choice Bancorp, Inc._Y-6_2006-12-31_English_9708892",passed,,"1ST CHOICE BANCORP, INC.",2006,both,4742,2632
"1st Choice Bancorp, Inc._Y-6_2006-12-31_English_9708892_2",failed,Invalid \escape: line 162 column 44 (char 3861),,,,,
"1st Colonial Bancorp, Inc._Y-6_2006-12-31_English_9902856",passed,,"1st Colonial Bancorp, Inc.",2006,both,4449,2093
"1st Colonial Bancorp, Inc._Y-6_2006-12-31_English_9902856_2",passed,,"1st Colonial Bancorp, Inc.",2006,insiders,4449,2072
1st Constitution Bancorp_Y-6_2006-12-31_English_9616499,passed,,1ST CONSTITUTION BANCORP,2006,insiders,2589,941
1st Constitution Bancorp_Y-6_2006-12-31_English_9616499_2,passed,,1ST CONSTITUTION BANCORP,2006,insiders,2564,957
"1st Independence Financial Group, Inc._Y-6_2006-12-31_English_9808364",passed,,"1st Independence Financial Group, Inc.",2006,both,4864,2477
"1st Independence Financial Group, Inc._Y-6_2006-12-31_English_9808364_2",passed,,"1st Independence Financial Group, Inc.",2006,both,4864,2537
"1st Jackson Bancshares, Inc._Y-6_2006-12-31_English_9626745",passed,,"First Jackson Bancshares, Inc.",2006,insiders,3026,1306
"1st Jackson Bancshares, Inc._Y-6_2006-12-31_English_9626745_2",passed,,"First Jackson Bancshares, Inc.",2006,insiders,3214,1301
"1st United Bancorp, Inc._Y-6_2006-12-31_English_9609180",passed,,"1st United Bancorp, Inc.",2006,insiders,2729,1547
"1st United Bancorp, Inc._Y-6_2006-12-31_English_9609180_2",passed,,"1st United Bancorp, Inc.",2006,insiders,2729,1547
"1st United Bancorporation, Inc._Y-6_2006-12-31_English_9617875",passed,,"1st United Bancorporation, Inc.",2006,both,2936,1267
"1st United Bancorporation, Inc._Y-6_2006-12-31_English_9617875_2",passed,,"1st United Bancorporation, Inc.",2006,both,2936,1291
215 Holding Co._Y-6_2006-12-31_English_9608877,passed,,215 Holding Co.,2006,both,4949,2303
215 Holding Co._Y-6_2006-12-31_English_9608877_2,passed,,215 Holding Co.,2006,both,4904,2292
304 Corporation_Y-6_2006-12-31_English_9237496,passed,,304 CORPORATION,2006,both,3326,1053
304 Corporation_Y-6_2006-12-31_English_9237496_2,passed,,304 CORPORATION,2006,both,3327,1035
A. Wilbert's Sons Lumber and Shingle Company_Y-6_2006-12-31_English_9609184,passed,,A. Wilbert's Sons Lumber and Shingle Company,2006,insiders,2409,966
A. Wilbert's Sons Lumber and Shingle Company_Y-6_2006-12-31_English_9609184_2,passed,,A. Wilbert's Sons Lumber and Shingle Company,2006,insiders,2410,968
"A.N.B. Holding Company, Ltd._Y-6_2006-12-31_English_9712486",passed,,"The A.N.B. Holding Company,",2006,both,7752,7055
"A.N.B. Holding Company, Ltd._Y-6_2006-12-31_English_9712486_2",passed,,"The A.N.B. Holding Company,",2006,both,7755,7034
"ABB Financial Group, Inc._Y-6_2006-12-31_English_9629697",passed,,"UCR Financial Group, Inc.",2006,insiders,2365,1711
"ABB Financial Group, Inc._Y-6_2006-12-31_English_9629697_2",passed,,"UCR Financial Group, Inc.",2006,insiders,2366,1711
"ABNA Holdings, Inc._Y-6_2006-12-31_English_9712491",passed,,"ABNA Holding, Inc.",2006,both,2409,655
"ABNA Holdings, Inc._Y-6_2006-12-31_English_9712491_2",passed,,"ABNA Holding, Inc.",2006,both,2399,640
ACNB Corporation_Y-6_2006-12-31_English_9902869,passed,,ACNB Corporation,2006,both,3496,2292
ACNB Corporation_Y-6_2006-12-31_English_9902869_2,passed,,ACNB Corporation,2006,both,3496,2302
"ACRU, Inc._Y-6_2006-12-31_English_9610825",passed,,"FIRST CHEROKEE BANCSHARES, INC.",2006,insiders,3405,2290
"ACRU, Inc._Y-6_2006-12-31_English_9610825_2",passed,,"FIRST CHEROKEE BANCSHARES, INC.",2006,insiders,3405,2347
"AIM Bancshares, Inc._Y-6_2006-12-31_English_9720524",passed,,"AIM Bancshares, Inc.",2006,both,13425,986
"AIM Bancshares, Inc._Y-6_2006-12-31_English_9720524_2",passed,,"AIM Bancshares, Inc.",2006,both,13663,978
"ANB Bancshares, Inc._Y-6_2006-12-31_English_9720463",passed,,"ANB Bancshares, Inc.",2006,both,13457,4266
"ANB Bancshares, Inc._Y-6_2006-12-31_English_9720463_2",passed,,"ANB Bancshares, Inc.",2006,both,12971,2494
"ANB Bancshares, Inc_Y-6_2006-12-31_English_9489954",failed,Invalid \escape: line 51 column 148 (char 1323),,,,,
"ANB Bancshares, Inc_Y-6_2006-12-31_English_9489954_2",passed,,"ANB Bancshares, Inc.",2006,both,4408,1579
"ANB Holdings, Inc._Y-6_2006-12-31_English_9609183",passed,,"AHB Holding, Inc.",2006,insiders,2415,502
"ANB Holdings, Inc._Y-6_2006-12-31_English_9609183_2",passed,,"AHB Holding, Inc.",2006,insiders,3332,502
