file,status,error,bank_name,year,presence,tokens,out_tokens
1854 Bancorp_Y-6_2014-12-31_English_1450580_2,passed,,1854 Bancorp,2014,insiders,4726,3128
1854 Bancorp_Y-6_2014-12-31_English_1450580_4,passed,,1854 Bancorp,2014,insiders,4726,3131
1867 Western Financial Corporation_Y-6_2014-12-31_English_3039664_2,passed,,1867 WESTERN FINANCIAL CORPORATION,2014,both,7195,2770
1867 Western Financial Corporation_Y-6_2014-12-31_English_3039664_4,passed,,1667 Western Financial Corporation,2014,both,7704,2829
"1870 Holdings, Inc._Y-6_2014-12-31_English_2644665_2",passed,,"WESTERN ILLINOIS BANCSHARE, INC",2014,both,11497,2988
"1870 Holdings, Inc._Y-6_2014-12-31_English_2644665_4",passed,,"WESTERN ILLINOIS BANCSHARE, INC",2014,both,11608,2996
1889 Bancorp MHC_Y-6_2014-04-30_English_4593607_2,passed,,1889 Bancorp Mutual Holding Company,2014,insiders,4177,1376
1889 Bancorp MHC_Y-6_2014-04-30_English_4593607_4,passed,,1889 Bancorp Mutual Holding Company,2014,insiders,4140,1376
"1889 Bancshares, Inc._Y-6_2014-12-31_English_1777540_2",passed,,"1889 BANCSHARES, INC.",2014,both,14159,1865
"1889 Bancshares, Inc._Y-6_2014-12-31_English_1777540_4",passed,,"1889 BANCSHARES, INC.",2014,both,14240,1835
1895 MHC_Y-6_2014-12-31_English_1453965_2,passed,,1895 MHC,2014,insiders,4674,4251
1895 MHC_Y-6_2014-12-31_English_1453965_4,passed,,1895 MHC,2014,insiders,4729,4242
"1ST SUMMIT BANCORP of Johnstown, Inc._Y-6_2014-12-31_English_2014525_2",passed,,"1ST SUMMIT BANCORP OF JOHNSTOWN, INC.",2014,both,8402,5710
"1ST SUMMIT BANCORP of Johnstown, Inc._Y-6_2014-12-31_English_2014525_4",passed,,"1ST SUMMIT BANCORP OF JOHNSTOWN, INC.",2014,both,8509,2806
"1st Brookfield, Inc._Y-6_2014-12-31_English_1417882_2",failed,"504 Gateway Timeout. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Timeout'}",,,,,
"1st Brookfield, Inc._Y-6_2014-12-31_English_1417882_4",passed,,"1st Brookfield, Inc. Employee Stock Ownership Plan Trust",2014,both,9051,2628
"1st Century Bancshares, Inc._Y-6_2014-12-31_English_3038135_2",passed,,"1st Century Bancshares, Inc.",2014,both,30217,271
"1st Century Bancshares, Inc._Y-6_2014-12-31_English_3038135_4",passed,,"1st Century Bancshares, Inc",2014,both,17174,264
"1st Colonial Bancorp, Inc._Y-6_2014-12-31_English_2014147_2",passed,,"1st Colonial Bancorp, Inc.",2014,both,16493,1976
"1st Colonial Bancorp, Inc._Y-6_2014-12-31_English_2014147_4",passed,,"1st Colonial Bancorp, Inc.",2014,both,16885,1974
1st Constitution Bancorp_Y-6_2014-12-31_English_60483_2,passed,,1st Constitution Bancorp,2014,both,4774,1234
1st Constitution Bancorp_Y-6_2014-12-31_English_60483_4,passed,,1st Constitution Bancorp,2014,both,4773,1220
1st Source Corporation_Y-6_2014-12-31_English_1908053_2,passed,,1st Source Corporation,2014,both,15994,4874
