file,status,error,bank_name,year,presence,tokens,out_tokens
1854 Bancorp_Y-6_2016-12-31_English_48774280_2,passed,,1854 Bancorp,2016,insiders,7371,2830
1854 Bancorp_Y-6_2016-12-31_English_48774280_4,passed,,1854 Bancorp,2016,insiders,7737,2872
1867 Western Financial Corporation_Y-6_2016-12-31_English_47494484_2,passed,,1867 Western Financial Corporation,2016,both,7783,2673
1867 Western Financial Corporation_Y-6_2016-12-31_English_47494484_4,passed,,1867 Western Financial Corporation,2016,both,7763,2707
"1870 Holdings, Inc._Y-6_2016-12-31_English_54847118_2",passed,,"Western Illinois Bancshares, Inc.",2016,both,5706,2910
"1870 Holdings, Inc._Y-6_2016-12-31_English_54847118_4",passed,,"Western Illinois Bancshares, Inc.",2016,both,5705,2900
1889 Bancorp MHC_Y-6_2016-04-30_English_106357971_2,passed,,1889 Bancorp Mutual Holding Company,2016,insiders,16601,1677
1889 Bancorp MHC_Y-6_2016-04-30_English_106357971_4,failed,"504 Gateway Timeout. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Timeout'}",,,,,
"1889 Bancshares, Inc._Y-6_2016-12-31_English_45272973_2",passed,,"1889 BANCSHARES, INC.",2016,both,35956,1642
"1889 Bancshares, Inc._Y-6_2016-12-31_English_45272973_4",passed,,"1889 Bancshares, Inc.",2016,both,25843,1571
1895 MHC_Y-6_2016-12-31_English_48774184_2,passed,,1895 MHC,2016,insiders,5004,3429
1895 MHC_Y-6_2016-12-31_English_48774184_4,passed,,1895 MHC,2016,insiders,5004,3429
"1ST SUMMIT BANCORP of Johnstown, Inc._Y-6_2016-12-31_English_77599282_2",passed,,"1ST SUMMIT BANCORP OF JOHNSTOWN, INC.",2016,both,18905,2638
"1ST SUMMIT BANCORP of Johnstown, Inc._Y-6_2016-12-31_English_77599282_4",passed,,"1ST SUMMIT BANCORP OF JOHNSTOWN, INC.",2016,both,18422,2628
"1st Jackson Bancshares, Inc._Y-6_2016-12-31_English_50715685_2",passed,,"1st Jackson Bancshares, Inc.",2016,both,4258,1785
"1st Jackson Bancshares, Inc._Y-6_2016-12-31_English_50715685_4",passed,,"1st Jackson Bancshares, Inc.",2016,both,4257,1793
1st Source Corporation_Y-6_2016-12-31_English_43711969_2,passed,,1st Source Corporation,2016,both,12739,4187
1st Source Corporation_Y-6_2016-12-31_English_43711969_4,passed,,1st Source Corporation,2016,both,12708,4266
"1st State Financial, Ltd._Y-6_2016-12-31_English_36287328_2",passed,,"1st State Financial, Ltd.",2016,both,5320,1891
"1st State Financial, Ltd._Y-6_2016-12-31_English_36287328_4",passed,,"1st State Financial, Ltd.",2016,both,5303,2068
"1st United Bancorporation, Inc._Y-6_2016-12-31_English_35339572",passed,,"1st United Bancorporation, Inc.",2016,both,5237,803
"1st United Bancorporation, Inc._Y-6_2016-12-31_English_35339572_2",passed,,"1st United Bancorporation, Inc.",2016,both,5237,819
215 Holding Co._Y-6_2016-12-31_English_35339704,failed,Invalid \escape: line 147 column 84 (char 6173),,,,,
215 Holding Co._Y-6_2016-12-31_English_35339704_2,failed,Invalid \escape: line 147 column 84 (char 6190),,,,,
"3MV Bancorp, Inc._Y-6_2016-12-31_English_101650514_2",passed,,"3MV BANCORP, INC.",2016,both,58388,2589
"3MV Bancorp, Inc._Y-6_2016-12-31_English_101650514_4",passed,,"3MV Bancorp, Inc.",2016,both,46422,2650
"A. E. Bancorp, Inc._Y-6_2016-12-31_English_54786222_2",passed,,"A.E. Bancorp, Inc.",2016,both,6150,997
"A. E. Bancorp, Inc._Y-6_2016-12-31_English_54786222_4",passed,,"A.E. Bancorp, Inc.",2016,both,7312,1027
"A. M. Saylor, Incorporated_Y-6_2016-12-31_English_44903863_2",passed,,"A.M. Saylor, Incorporated",2016,both,3734,909
"A. M. Saylor, Incorporated_Y-6_2016-12-31_English_44903863_4",passed,,"A.M. Saylor, Incorporated",2016,both,3740,940
"A.N.B. Holding Company, Ltd._Y-6_2016-12-31_English_77599248_2",passed,,"A.N.B. Holding Company, Ltd.",2016,both,44133,7908
"A.N.B. Holding Company, Ltd._Y-6_2016-12-31_English_77599248_4",passed,,"A.N.B. Holding Company, Ltd.",2016,both,44166,7732
"ABB Financial Group, Inc._Y-6_2016-12-31_English_43713351_2",passed,,"ABB Financial Group, Inc.",2016,both,3860,1489
"ABB Financial Group, Inc._Y-6_2016-12-31_English_43713351_4",passed,,"ABB Financial Group, Inc.",2016,both,3860,1490
"ABCT Holdings, Inc._Y-6_2016-12-31_English_77600030_2",passed,,"ABCT Holdings, Inc.",2016,both,5755,2029
"ABCT Holdings, Inc._Y-6_2016-12-31_English_77600030_4",passed,,"ABCT Holdings, Inc.",2016,both,5702,2220
"ABDO Investments, Inc._Y-6_2016-12-31_English_35854078_2",passed,,"Abdo Investments, Inc.",2016,both,7721,2345
"ABDO Investments, Inc._Y-6_2016-12-31_English_35854078_4",passed,,"Abdo Investments, Inc.",2016,both,7728,2348
ABT Financial Corp._Y-6_2016-12-31_English_44896012_2,passed,,AB&T FINANCIAL CORPORATION,2016,both,6437,1975
ABT Financial Corp._Y-6_2016-12-31_English_44896012_4,passed,,AB&T FINANCIAL CORPORATION,2016,both,6435,1975
"AC Bancorp, Inc._Y-6_2016-12-31_English_39190408_2",passed,,"ATHENS BANCORP, INC.",2016,both,3687,1101
"AC Bancorp, Inc._Y-6_2016-12-31_English_39190408_4",passed,,"ATHENS BANCORP, INC.",2016,both,3689,1101
ACNB Corporation_Y-6_2016-12-31_English_77598944_2,passed,,ACNB Corporation,2016,both,5981,2583
ACNB Corporation_Y-6_2016-12-31_English_77598944_4,passed,,ACNB Corporation,2016,both,6231,2808
"AFNB Holdings, Inc._Y-6_2016-12-31_English_76671661_2",passed,,AFNB Holdings Inc,2016,both,17718,4810
"AFNB Holdings, Inc._Y-6_2016-12-31_English_76671661_4",passed,,AFNB Holdings Inc.,2016,both,18180,4801
"AHB Bancshares, Inc._Y-6_2016-12-31_English_77600554_2",passed,,"AHB Bancshares, Inc.",2016,both,4416,731
"AHB Bancshares, Inc._Y-6_2016-12-31_English_77600554_4",passed,,"AHB Bancshares, Inc.",2016,both,4348,743
"AIM Bancshares, Inc._Y-6_2016-12-31_English_76676135_2",passed,,"AIM Bancshares, Inc.",2016,both,5999,3494
"AIM Bancshares, Inc._Y-6_2016-12-31_English_76676135_4",passed,,"AIM Bancshares, Inc.",2016,both,6001,3487
"AJS Bancorp, Inc._Y-6_2016-12-31_English_50715803_2",passed,,AJS Bancorp,2016,both,4351,1621
"AJS Bancorp, Inc._Y-6_2016-12-31_English_50715803_4",passed,,"AJS Bancorp, Inc",2016,both,4338,1557
AMG National Corp._Y-6_2016-12-31_English_51731862_2,passed,,AMG National Corp.,2016,both,6189,2425
AMG National Corp._Y-6_2016-12-31_English_51731862_4,passed,,AMG National Corp.,2016,both,6189,2327
"ANB Bancorp, Inc._Y-6_2016-12-31_English_51731844_2",passed,,"ANB Bancorp, Inc.",2016,both,4203,2393
"ANB Bancorp, Inc._Y-6_2016-12-31_English_51731844_4",passed,,"ANB Bancorp, Inc.",2016,both,4208,2362
"ANB Bancshares, Inc._Y-6_2016-12-31_English_77600421_2",passed,,"ANB Bancshares, Inc.",2016,both,33523,2863
"ANB Bancshares, Inc._Y-6_2016-12-31_English_77600421_4",passed,,"ANB Bancshares, Inc.",2016,both,33085,2757
"ANB Holdings, Inc._Y-6_2016-12-31_English_43713348_2",failed,"504 Gateway Timeout. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Timeout'}",,,,,
"ANB Holdings, Inc._Y-6_2016-12-31_English_43713348_4",passed,,"ANB HOLDINGS, INC.",2016,both,4410,1427
"ASB Bancorp, Inc._Y-6_2016-12-31_English_44904075_2",passed,,"ASB Bancorp, Inc.",2016,both,8688,4222
"ASB Bancorp, Inc._Y-6_2016-12-31_English_44904075_4",passed,,"ASB Bancorp, Inc.",2016,both,8000,3591
ASB Financial Corp._Y-6_2016-06-30_English_35360336_2,passed,,ASB Financial Corporation,2016,both,4383,2238
ASB Financial Corp._Y-6_2016-06-30_English_35360336_4,passed,,ASB Financial Corporation,2016,both,4382,2263
ASB Management Corp_Y-6_2016-12-31_English_48773974_2,passed,,ASB MANAGEMENT CORP.,2016,both,13107,1805
