file,status,error,bank_name,year,presence,tokens,out_tokens
1889 Bancorp MHC_Y-6_2017-04-30_English_137405394_2,passed,,1889 Bancorp Mutual Holding Company,2017,insiders,3611,1641
1889 Bancorp MHC_Y-6_2017-04-30_English_137405394_4,passed,,1889 Bancorp Mutual Holding Company,2017,insiders,3611,1641
"1st United Bancorporation, Inc._Y-6_2017-12-31_English_86348001_2",passed,,"1st United Bancorporation, Inc.",2017,both,4377,816
"1st United Bancorporation, Inc._Y-6_2017-12-31_English_86348001_4",passed,,"1st United Bancorporation, Inc.",2017,both,4169,830
"A. M. Saylor, Incorporated_Y-6_2017-12-31_English_90177953_2",passed,,"A.M. SAYLOR, INCORPORATED",2017,both,3383,924
"A. M. Saylor, Incorporated_Y-6_2017-12-31_English_90177953_4",passed,,FIRST BANK HAMPTON,2017,both,14620,878
"ABB Financial Group, Inc._Y-6_2017-12-31_English_83227426_2",passed,,"ABB Financial Group, Inc.",2017,both,3646,1523
"ABB Financial Group, Inc._Y-6_2017-12-31_English_83227426_4",passed,,"ABB Financial Group, Inc.",2017,both,3645,1542
"ABDO Investments, Inc._Y-6_2017-12-31_English_139114249_2",passed,,"ABDO INVESTMENTS, INC.",2017,both,18581,2492
"ABDO Investments, Inc._Y-6_2017-12-31_English_139114249_4",passed,,"ABDO INVESTMENTS, INC.",2017,both,18581,2498
"ABNA Holdings, Inc._Y-6_2017-12-31_English_139894692_2",passed,,"ABNA Holdings, Inc.",2017,both,11441,1460
"ABNA Holdings, Inc._Y-6_2017-12-31_English_139894692_4",passed,,"ABNA Holdings, Inc.",2017,both,23160,1404
ASB Financial Corp._Y-6_2017-06-30_English_85571093_2,passed,,ASB FINANCIAL CORPORATION,2017,both,4978,1487
ASB Financial Corp._Y-6_2017-06-30_English_85571093_4,passed,,ASB FINANCIAL CORPORATION,2017,both,4907,1513
ATBancorp_Y-6_2017-12-31_English_92243526_2,passed,,ATBancorp,2017,both,7069,2496
ATBancorp_Y-6_2017-12-31_English_92243526_4,passed,,ATBancorp,2017,both,5656,2511
Access National Corporation_Y-6_2017-12-31_English_101910951_2,passed,,Access National Corporation,2017,both,13014,2072
Access National Corporation_Y-6_2017-12-31_English_101910951_4,passed,,Access National Corporation,2017,both,8608,3419
"Adage, LLC_Y-6_2017-12-31_English_117351413_2",failed,"Expecting ',' delimiter: line 880 column 6 (char 17552)",,,,,
"Adage, LLC_Y-6_2017-12-31_English_117351413_4",failed,"Expecting ',' delimiter: line 775 column 6 (char 17350)",,,,,
"Adams Bancshares, Inc._Y-6_2017-12-31_English_86347845_2",passed,,"Adams Bancshares, Inc.",2017,both,5365,2387
"Adams Bancshares, Inc._Y-6_2017-12-31_English_86347845_4",passed,,"Adams Bancshares, Inc.",2017,both,5359,2323
Alapaha Holding Company_Y-6_2017-12-31_English_83227456_2,passed,,ALAPAHA HOLDING COMPANY,2017,both,4141,1879
Alapaha Holding Company_Y-6_2017-12-31_English_83227456_4,passed,,ALAPAHA HOLDING COMPANY,2017,both,4136,1815
"Albany Bancorp, Inc._Y-6_2017-12-31_English_86348463_2",passed,,"Albany Bancorp, Inc.",2017,both,12415,1999
"Albany Bancorp, Inc._Y-6_2017-12-31_English_86348463_4",passed,,"Albany Bancorp, Inc.",2017,both,12414,2023
Alerus Financial Corporation_Y-6_2017-12-31_English_86348479_2,failed,"504 Gateway Timeout. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Timeout'}",,,,,
Alerus Financial Corporation_Y-6_2017-12-31_English_86348479_4,passed,,Alerus Financial Corporation,2017,both,16491,2741
Alfa Mutual Insurance Company_Y-6_2017-12-31_English_83227046_2,passed,,Alfa Mutual Insurance Company,2017,insiders,13014,6114
Alfa Mutual Insurance Company_Y-6_2017-12-31_English_83227046_4,passed,,Alfa Mutual Insurance Company,2017,insiders,12144,5982
"Allegheny Bancshares, Inc._Y-6_2017-12-31_English_89007870_2",passed,,"Allegheny Bancshares, Inc.",2017,both,39315,1837
"Allegheny Bancshares, Inc._Y-6_2017-12-31_English_89007870_4",passed,,"Allegheny Bancshares, Inc.",2017,both,39270,1825
