file,status,error,bank_name,year,presence,tokens,out_tokens
1867 Western Financial Corporation_Y-6_2019-12-31_English_169557050,passed,,1867 Western Financial Corporation,2019,both,34992,5150
1867 Western Financial Corporation_Y-6_2019-12-31_English_169557050_2,passed,,1867 Western Financial Corporation,2019,both,34816,5023
"1870 Holdings, Inc._Y-6_2019-12-31_English_158304725",passed,,"Western Illinois Bancshares, Inc.",2019,both,5862,2377
"1870 Holdings, Inc._Y-6_2019-12-31_English_158304725_2",passed,,"Western Illinois Bancshares, Inc.",2019,both,5942,2468
"1889 Bancshares, Inc._Y-6_2019-12-31_English_157431655_1",passed,,"1889 Bancshares, Inc.",2019,both,13743,1500
"1889 Bancshares, Inc._Y-6_2019-12-31_English_157431655_2",passed,,"1889 Bancshares, Inc.",2019,both,13761,1496
"1895 Bancorp of Wisconsin, MHC_Y-6_2019-12-31_English_158269006",passed,,"1895 Bancorp of Wisconsin, MHC",2019,both,6165,4134
"1895 Bancorp of Wisconsin, MHC_Y-6_2019-12-31_English_158269006_2",passed,,"1895 Bancorp of Wisconsin, MHC",2019,both,6165,4134
"1ST SUMMIT BANCORP of Johnstown, Inc._Y-6_2019-12-31_English_158496774",passed,,"1ST SUMMIT BANCORP OF JOHNSTOWN, INC.",2019,both,9125,3683
"1ST SUMMIT BANCORP of Johnstown, Inc._Y-6_2019-12-31_English_158496774_2",passed,,"1ST SUMMIT BANCORP OF JOHNSTOWN, INC.",2019,both,9144,3713
"1st Colonial Bancorp, Inc._Y-6_2019-12-31_English_158521077",passed,,"1st Colonial Bancorp, Inc.",2019,both,5655,2350
"1st Colonial Bancorp, Inc._Y-6_2019-12-31_English_158521077_2",passed,,"1st Colonial Bancorp, Inc.",2019,both,5767,2363
1st Source Corporation_Y-6_2019-12-31_English_158093860,failed,Invalid \escape: line 74 column 56 (char 1894),,,,,
1st Source Corporation_Y-6_2019-12-31_English_158093860_2,failed,Invalid \escape: line 74 column 56 (char 1895),,,,,
"1st State Financial, Ltd._Y-6_2019-12-31_English_158298535",passed,,"1st State Financial, Ltd.",2019,both,4680,2170
"1st State Financial, Ltd._Y-6_2019-12-31_English_158298535_2",passed,,1st State Financial Ltd.,2019,both,4783,2161
"1st United Bancorporation, Inc._Y-6_2019-12-31_English_139893757_2",passed,,"1st United Bancorporation, Inc.",2019,both,4575,795
"1st United Bancorporation, Inc._Y-6_2019-12-31_English_139893757_4",passed,,"1st United Bancorporation, Inc.",2019,both,4613,789
"A. M. Saylor, Incorporated_Y-6_2019-12-31_English_158094547",passed,,"A.M. Saylor, Incorporated",2019,both,3068,733
"A. M. Saylor, Incorporated_Y-6_2019-12-31_English_158094547_2",passed,,"A.M. Saylor, Incorporated",2019,both,3509,650
"A.N.B. Holding Company, Ltd._Y-6_2019-12-31_English_156119906_2",passed,,"The A.N.B. Holding Company, Ltd",2019,both,55639,5129
"A.N.B. Holding Company, Ltd._Y-6_2019-12-31_English_156119906_4",passed,,"A.N.B. Holding Company, Ltd.",2019,both,55622,5223
"ABB Financial Group, Inc._Y-6_2019-12-31_English_157771626_2",passed,,"ABB Financial Group, Inc.",2019,both,4246,2754
"ABB Financial Group, Inc._Y-6_2019-12-31_English_157771626_4",passed,,"ABB Financial Group, Inc.",2019,both,4246,1792
"ABCT Holdings, Inc._Y-6_2019-12-31_English_153407769_2",passed,,"ABCT HOLDINGS, INC.",2019,both,6994,2259
"ABCT Holdings, Inc._Y-6_2019-12-31_English_153407769_4",passed,,"ABCT Holdings, Inc.",2019,both,14605,2385
"ABDO Investments, Inc._Y-6_2019-12-31_English_139893306_2",passed,,"ABDO INVESTMENTS, INC.",2019,both,18735,2351
"ABDO Investments, Inc._Y-6_2019-12-31_English_139893306_4",passed,,"ABDO INVESTMENTS, INC.",2019,both,18761,2333
"AC Bancorp, Inc._Y-6_2019-12-31_English_158234159",passed,,"AC Bancorp, Inc.",2019,both,4238,2300
"AC Bancorp, Inc._Y-6_2019-12-31_English_158234159_2",passed,,"AC Bancorp, Inc.",2019,both,4238,2195
ACNB Corporation_Y-6_2019-12-31_English_158516959,passed,,ACNB Corporation,2019,insiders,7818,3088
ACNB Corporation_Y-6_2019-12-31_English_158516959_2,passed,,ACNB Corporation,2019,both,7815,3206
"AFNB Holdings, Inc._Y-6_2019-12-31_English_153405070_2",passed,,"AFNB Holdings, Inc",2019,insiders,25518,4546
"AFNB Holdings, Inc._Y-6_2019-12-31_English_153405070_4",passed,,"AFNB Holdings, Inc",2019,insiders,25961,4584
"AHB Bancshares, Inc._Y-6_2019-12-31_English_153617338_2",passed,,"AHB Bancshares, Inc.",2019,both,6175,492
"AHB Bancshares, Inc._Y-6_2019-12-31_English_153617338_4",passed,,"AHB Bancshares, Inc.",2019,both,6175,492
"AJJ Bancorp, Inc._Y-6_2019-12-31_English_158269239",passed,,"AJJ Bancorp, Inc.",2019,both,16943,1062
"AJJ Bancorp, Inc._Y-6_2019-12-31_English_158269239_2",passed,,"AJJ Bancorp, Inc.",2019,both,16943,1103
AMB Financial Corp._Y-6_2019-12-31_English_158306794,passed,,AMB FINANCIAL CORP.,2019,both,17689,2630
AMB Financial Corp._Y-6_2019-12-31_English_158306794_2,passed,,AMB FINANCIAL CORP.,2019,both,6387,2516
"ANB Bancshares, Inc._Y-6_2019-12-31_English_153078284_2",passed,,"ANB Bancshares, Inc.",2019,both,33002,2765
"ANB Bancshares, Inc._Y-6_2019-12-31_English_153078284_4",failed,Invalid \escape: line 78 column 43 (char 2262),,,,,
Absecon Bancorp_Y-6_2019-12-31_English_158518739,passed,,Absecon Bancorp,2019,insiders,4756,1264
Absecon Bancorp_Y-6_2019-12-31_English_158518739_2,passed,,Absecon Bancorp,2019,insiders,4756,1349
"Access Bancorp, Inc._Y-6_2019-12-31_English_153617385_2",passed,,"Access Bancorp, Inc",2019,both,31141,1829
"Access Bancorp, Inc._Y-6_2019-12-31_English_153617385_4",passed,,"Access Bancorp, Inc",2019,both,31141,1826
"Adam Bank Group, Inc._Y-6_2019-12-31_English_153404093_2",passed,,"Adam Bank Group, Inc.",2019,both,7709,470
"Adam Bank Group, Inc._Y-6_2019-12-31_English_153404093_4",passed,,"Adam Bank Group, Inc.",2019,both,7789,484
"Adams Bancshares, Inc._Y-6_2019-12-31_English_139892735_2",passed,,"Adams Bancshares, Inc.",2019,both,5280,2322
"Adams Bancshares, Inc._Y-6_2019-12-31_English_139892735_4",passed,,"Adams Bancshares, Inc.",2019,both,5502,2166
"Admiral Family Banks, Inc._Y-6_2019-12-31_English_158273202",passed,,"Admiral Family Banks, Inc.",2019,insiders,10810,703
"Admiral Family Banks, Inc._Y-6_2019-12-31_English_158273202_2",passed,,"Admiral Family Banks, Inc.",2019,both,10808,834
"Adrian Bancshares, Inc._Y-6_2019-12-31_English_157530926_1",passed,,"ADRIAN BANCSHARES, INC.",2019,both,5675,1852
"Adrian Bancshares, Inc._Y-6_2019-12-31_English_157530926_2",failed,"504 Gateway Timeout. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Timeout'}",,,,,
Agricultural Banking Corporation_Y-6_2019-12-31_English_158229699,passed,,Agricultural Banking Corporation,2019,both,4610,2675
Agricultural Banking Corporation_Y-6_2019-12-31_English_158229699_2,passed,,Agricultural Banking Corporation,2019,both,4610,2931
"Alamosa Bancorporation, Ltd._Y-6_2019-12-31_English_157837848_1",passed,,"ALAMOSA BANCORPORATION, LTD.",2019,both,4964,2725
"Alamosa Bancorporation, Ltd._Y-6_2019-12-31_English_157837848_2",passed,,"ALAMOSA BANCORPORATION, LTD.",2019,both,4965,2723
"Albany Bancshares, Inc._Y-6_2019-12-31_English_153447384_2",passed,,Albany Bancshares Inc.,2019,both,34765,3981
"Albany Bancshares, Inc._Y-6_2019-12-31_English_153447384_4",passed,,Albany Bancshares Inc.,2019,both,34790,4101
