file,status,error,bank_name,year,presence,tokens,out_tokens
1854 Bancorp_Y-6_2020-12-31_English_174526184_1,passed,,1854 Bancorp,2020,insiders,4968,3128
1854 Bancorp_Y-6_2020-12-31_English_174526184_2,passed,,1854 Bancorp,2020,insiders,5627,3775
1867 Western Financial Corporation_Y-6_2020-12-31_English_181743465,passed,,1867 Western Financial Corporation,2020,both,37411,4960
1867 Western Financial Corporation_Y-6_2020-12-31_English_181743465_2,passed,,1867 Western Financial Corporation,2020,both,37425,4964
"1870 Holdings, Inc._Y-6_2020-12-31_English_169034062",passed,,"Western Illinois Bancshares, Inc.",2020,both,6057,1481
"1870 Holdings, Inc._Y-6_2020-12-31_English_169034062_2",passed,,"Western Illinois Bancshares, Inc.",2020,both,16817,1478
"1870 Holdings, Inc._Y-6_2020-12-31_English_169034062_4",passed,,"Western Illinois Bancshares, Inc.",2020,both,6055,1483
1889 Bancorp MHC_Y-6_2020-04-30_English_174526293_1,passed,,1889 Bancorp Mutual Holding Company,2020,insiders,3584,1747
1889 Bancorp MHC_Y-6_2020-04-30_English_174526293_2,passed,,1889 Bancorp Mutual Holding Company,2020,insiders,3584,1659
"1889 Bancshares, Inc._Y-6_2020-12-31_English_181391097_1",passed,,"1889 Bancshares, Inc.",2020,both,14828,1562
"1889 Bancshares, Inc._Y-6_2020-12-31_English_181391097_2",passed,,"1889 Bancshares, Inc.",2020,both,14865,1519
1895 MHC_Y-6_2020-12-31_English_174520470_1,passed,,1895 MHC,2020,insiders,8273,3286
1895 MHC_Y-6_2020-12-31_English_174520470_2,failed,"504 Gateway Timeout. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Timeout'}",,,,,
1st Capital Bancorp_Y-6_2020-12-31_English_180994896,passed,,1st Capital Bancorp,2020,both,45680,2157
1st Capital Bancorp_Y-6_2020-12-31_English_180994896_2,passed,,1st Capital Bancorp,2020,both,45640,2115
"1st Colonial Bancorp, Inc._Y-6_2020-12-31_English_170082883",passed,,"1st Colonial Bancorp, Inc.",2020,both,5175,1460
"1st Colonial Bancorp, Inc._Y-6_2020-12-31_English_170082883_2",passed,,"1st Colonial Bancorp, Inc.",2020,both,5371,1450
1st Constitution Bancorp_Y-6_2020-12-31_English_179247347,passed,,1st Constitution Bancorp,2020,both,5229,2428
1st Constitution Bancorp_Y-6_2020-12-31_English_179247347_2,passed,,1st Constitution Bancorp,2020,both,5637,2428
"1st State Financial, Ltd._Y-6_2020-12-31_English_169033893",passed,,1st State Financial Ltd.,2020,both,5608,2045
"1st State Financial, Ltd._Y-6_2020-12-31_English_169033893_2",passed,,1st State Financial Ltd.,2020,both,5568,2057
"1st State Financial, Ltd._Y-6_2020-12-31_English_169033893_4",passed,,1st State Financial Ltd.,2020,both,15978,1903
"1st United Bancorporation, Inc._Y-6_2020-12-31_English_164732260",passed,,"1ST UNITED BANCORPORATION, INC.",2020,both,4692,811
"1st United Bancorporation, Inc._Y-6_2020-12-31_English_164732260_2",passed,,"1st United Bancorporation, Inc.",2020,both,4709,808
215 Holding Co._Y-6_2020-12-31_English_164757488,passed,,215 Holding Co.,2020,both,23573,3382
215 Holding Co._Y-6_2020-12-31_English_164757488_2,passed,,215 Holding Co.,2020,both,23546,3315
"3MV Bancorp, Inc._Y-6_2020-12-31_English_181071123_2",passed,,"3MV Bancorp, Inc.",2020,both,50709,4293
"3MV Bancorp, Inc._Y-6_2020-12-31_English_181071123_4",passed,,"3MV BANCORP, INC.",2020,both,50695,3896
"42 North Private Holdings, Inc._Y-6_2020-12-31_English_174526375_1",passed,,"Admirals Bancorp, Inc.",2020,both,18375,2916
"42 North Private Holdings, Inc._Y-6_2020-12-31_English_174526375_2",passed,,"Admirals Bancorp, Inc",2020,both,7434,3072
"A.N.B. Holding Company, Ltd._Y-6_2020-12-31_English_176947870",passed,,"The A.N.B. Holding Company, Ltd.",2020,both,54884,5930
"A.N.B. Holding Company, Ltd._Y-6_2020-12-31_English_176947870_2",passed,,"The A.N.B. Holding Company, Ltd.",2020,both,55590,5765
"ABDO Investments, Inc._Y-6_2020-12-31_English_164807308",passed,,"ABDO INVESTMENTS, INC.",2020,both,7358,2216
"ABDO Investments, Inc._Y-6_2020-12-31_English_164807308_2",failed,Invalid \escape: line 114 column 46 (char 2109),,,,,
"AC Bancorp, Inc._Y-6_2020-12-31_English_169145728",passed,,"AC Bancorp, Inc.",2020,both,4342,2286
"AC Bancorp, Inc._Y-6_2020-12-31_English_169145728_2",passed,,"AC Bancorp, Inc.",2020,both,4204,2302
"AC Bancorp, Inc._Y-6_2020-12-31_English_169145728_4",passed,,"AC Bancorp, Inc.",2020,both,4290,2287
ACNB Corporation_Y-6_2020-12-31_English_169934266,passed,,ACNB Corporation,2020,both,8855,3003
ACNB Corporation_Y-6_2020-12-31_English_169934266_2,passed,,ACNB Corporation,2020,both,8851,3051
"AFNB Holdings, Inc._Y-6_2020-12-31_English_177331601",passed,,"AFNB Holdings, Inc",2020,both,21058,5264
"AFNB Holdings, Inc._Y-6_2020-12-31_English_177331601_2",passed,,"AFNB Holdings, Inc",2020,both,21250,4889
AMB Financial Corp._Y-6_2020-12-31_English_168555869,failed,"504 Gateway Timeout. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Timeout'}",,,,,
AMB Financial Corp._Y-6_2020-12-31_English_168555869_2,passed,,AMB FINANCIAL CORP.,2020,both,7282,2472
"ANB Bancorp, Inc._Y-6_2020-12-31_English_169031198",passed,,"ANB Bancorp, Inc.",2020,both,5120,2371
"ANB Bancorp, Inc._Y-6_2020-12-31_English_169031198_2",passed,,"ANB Bancorp, Inc.",2020,both,5102,2382
"ANB Bancorp, Inc._Y-6_2020-12-31_English_169031198_4",passed,,"ANB Bancorp, Inc.",2020,both,5099,2517
"ANB Bancshares, Inc._Y-6_2020-12-31_English_177275429",failed,Invalid \escape: line 143 column 45 (char 4267),,,,,
"ANB Bancshares, Inc._Y-6_2020-12-31_English_177275429_2",passed,,"ANB Bancshares, Inc.",2020,both,38667,2646
"ANB Holdings, Inc._Y-6_2020-12-31_English_166743923",passed,,"ANB HOLDINGS, INC.",2020,both,4511,1660
"ANB Holdings, Inc._Y-6_2020-12-31_English_166743923_2",passed,,"ANB HOLDINGS, INC.",2020,both,4511,1674
"AOB Ventures, Inc._Y-6_2020-12-31_English_177091855",passed,,"AOB Ventures, Inc.",2020,both,4100,1693
"AOB Ventures, Inc._Y-6_2020-12-31_English_177091855_2",passed,,"AOB Ventures, Inc.",2020,both,4100,1695
"Abby Bancorp, Inc._Y-6_2020-12-31_English_157877865",passed,,Backlund Investment Co.,2020,both,4483,2170
"Abby Bancorp, Inc._Y-6_2020-12-31_English_157877865_2",passed,,Backlund Investment Co.,2020,both,5386,2216
"Access Bancorp, Inc._Y-6_2020-12-31_English_177090185",passed,,Access Bancorp Inc.,2020,both,31641,1973
"Access Bancorp, Inc._Y-6_2020-12-31_English_177090185_2",passed,,Access Bancorp Inc.,2020,both,31675,1946
