file,status,error,bank_name,year,presence,tokens,out_tokens
215 Holding Co._Y-6_2022-12-31_English_211485298,passed,,215 HOLDING CO.,2022,both,40913,3111
215 Holding Co._Y-6_2022-12-31_English_211485298_2,passed,,215 HOLDING CO.,2022,both,41381,3135
"ABCT Holdings, Inc._Y-6_2022-12-31_English_217106389",passed,,"ABCT HOLDINGS, INC.",2022,both,15603,2641
"ABCT Holdings, Inc._Y-6_2022-12-31_English_217106389_2",passed,,"ABCT HOLDINGS, INC.",2022,both,15605,2826
"AHB Bancshares, Inc._Y-6_2022-12-31_English_217106391",passed,,"AHB Bancshares, Inc.",2022,both,3403,1032
"AHB Bancshares, Inc._Y-6_2022-12-31_English_217106391_2",passed,,"AHB Bancshares, Inc.",2022,both,3403,1032
AMG National Corp._Y-6_2022-12-30_English_227461648_1,passed,,AMG National Corp,2022,both,7178,3243
AMG National Corp._Y-6_2022-12-30_English_227461648_2,passed,,AMG National Corp,2022,both,7178,3256
"ANB Bancshares, Inc._Y-6_2022-12-31_English_217132679",passed,,"ANB Bancshares, Inc.",2022,both,29626,2391
"ANB Bancshares, Inc._Y-6_2022-12-31_English_217132679_2",failed,Invalid \escape: line 152 column 45 (char 4687),,,,,
"AOB Ventures, Inc._Y-6_2022-12-31_English_217133037",passed,,"AOB Ventures, Inc.",2022,both,5799,1664
"AOB Ventures, Inc._Y-6_2022-12-31_English_217133037_2",passed,,"AOB Ventures, Inc.",2022,both,5775,2195
"Adirondack Bancorp, Inc._Y-6_2022-12-31_English_220355623",passed,,"ADIRONDACK BANCORP, INC.",2022,none,3147,67
"Adirondack Bancorp, Inc._Y-6_2022-12-31_English_220355623_2",passed,,"ADIRONDACK BANCORP, INC.",2022,none,3147,67
"Adrian Bancshares, Inc._Y-6_2022-12-31_English_228369999_1",passed,,"Adrian Bancshares, Inc.",2022,insiders,3676,1025
"Adrian Bancshares, Inc._Y-6_2022-12-31_English_228369999_2",failed,"504 Gateway Timeout. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Timeout'}",,,,,
"Alamosa Bancorporation, Ltd._Y-6_2022-12-31_English_228222523_1",passed,,Alamosa Bancorporation Ltd.,2022,insiders,5219,2353
"Alamosa Bancorporation, Ltd._Y-6_2022-12-31_English_228222523_2",passed,,Alamosa Bancorporation Ltd.,2022,insiders,5220,2473
Albank Corporation_Y-6_2022-06-30_English_213156246,passed,,THE FARMERS BANCORP FRANKFORT INDIANA,2022,both,16760,2317
Albank Corporation_Y-6_2022-06-30_English_213156246_2,failed,"504 Gateway Timeout. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Timeout'}",,,,,
"Albany Bancshares, Inc._Y-6_2022-12-31_English_217106314",passed,,Albany Bancshares Inc,2022,both,31395,3235
"Albany Bancshares, Inc._Y-6_2022-12-31_English_217106314_2",passed,,Albany Bancshares Inc,2022,both,32478,3195
Alcar Inc._Y-6_2022-12-31_English_220356047,passed,,Alcar Inc.,2022,securities,4249,384
Alcar Inc._Y-6_2022-12-31_English_220356047_2,passed,,Alcar Inc.,2022,securities,4241,384
"Alfalfa County Bancshares, Inc._Y-6_2022-12-31_English_227976579_1",passed,,"ALFALFA COUNTY BANCSHARES, INC.",2022,insiders,2437,194
"Alfalfa County Bancshares, Inc._Y-6_2022-12-31_English_227976579_2",passed,,"ALFALFA COUNTY BANCSHARES, INC.",2022,insiders,2388,195
"Amador Bancshares, Inc._Y-6_2022-12-31_English_217131907",passed,,"Amador Bancshares, Inc.",2022,both,51044,3330
"Amador Bancshares, Inc._Y-6_2022-12-31_English_217131907_2",passed,,"Amador Bancshares, Inc",2022,both,51390,3281
Amboy Bancorporation_Y-6_2022-12-31_English_220355638,passed,,Amboy Bancorporation,2022,both,50011,3319
