file,status,error,bank_name,year,presence,tokens,out_tokens
1854 Bancorp_Y-6_2021-12-31_English_197645749,passed,,1854 Bancorp,2021,insiders,32781,3017
1854 Bancorp_Y-6_2021-12-31_English_197645749_2,passed,,1854 Bancorp,2021,insiders,32781,2906
1889 Bancorp MHC_Y-6_2021-04-30_English_197645773,passed,,1889 Bancorp Mutual Holding Company,2021,insiders,11431,1597
1889 Bancorp MHC_Y-6_2021-04-30_English_197645773_2,passed,,1889 Bancorp Mutual Holding Company,2021,insiders,11431,1597
"1889 Bancshares, Inc._Y-6_2021-12-31_English_201999074",passed,,"1889 Bancshares, Inc.",2021,both,15267,1529
"1889 Bancshares, Inc._Y-6_2021-12-31_English_201999074_2",passed,,"1889 Bancshares, Inc.",2021,both,15247,1528
"1895 Bancorp of Wisconsin, Inc._Y-6_2021-12-31_English_201392378",failed,Invalid \escape: line 24 column 51 (char 638),,,,,
"1895 Bancorp of Wisconsin, Inc._Y-6_2021-12-31_English_201392378_2",failed,Invalid \escape: line 24 column 51 (char 638),,,,,
1st Capital Bancorp_Y-6_2021-12-31_English_198587654,passed,,1st Capital Bancorp,2021,both,39309,2312
1st Capital Bancorp_Y-6_2021-12-31_English_198587654_2,passed,,1st Capital Bancorp,2021,both,39313,2250
"1st State Financial, Ltd._Y-6_2021-12-31_English_202038496_2",passed,,"1st State Financial, Ltd.",2021,both,5395,2205
"1st State Financial, Ltd._Y-6_2021-12-31_English_202038496_4",passed,,"1st State Financial, Ltd.",2021,both,5395,2355
"42 North Private Holdings, Inc._Y-6_2021-12-31_English_197645940",passed,,"Admirals Bancorp, Inc.",2021,both,6523,2192
"42 North Private Holdings, Inc._Y-6_2021-12-31_English_197645940_2",passed,,"Admirals Bancorp, Inc.",2021,both,6523,2210
"A. M. Saylor, Incorporated_Y-6_2021-12-31_English_201302317",passed,,"A.M. Saylor, Incorporated",2021,both,3822,873
"A. M. Saylor, Incorporated_Y-6_2021-12-31_English_201302317_2",passed,,"A.M. Saylor, Incorporated",2021,both,3991,851
"ABDO Investments, Inc._Y-6_2021-12-31_English_182573757",passed,,"ABDO INVESTMENTS, INC.",2021,both,7619,2278
"ABDO Investments, Inc._Y-6_2021-12-31_English_182573757_2",passed,,"ABDO INVESTMENTS, INC.",2021,both,7619,2258
"AC Bancorp, Inc._Y-6_2021-12-31_English_201305074",failed,"504 Gateway Timeout. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Timeout'}",,,,,
"AC Bancorp, Inc._Y-6_2021-12-31_English_201305074_2",passed,,"AC Bancorp, Inc.",2021,both,5708,2029
ACNB Corporation_Y-6_2021-12-31_English_194264247_1,passed,,ACNB Corporation,2021,both,8400,2744
ACNB Corporation_Y-6_2021-12-31_English_194264247_2,passed,,ACNB Corporation,2021,both,8400,2739
"AFNB Holdings, Inc._Y-6_2021-12-31_English_199882604",passed,,"AFNB Holdings, Inc",2021,insiders,23522,4240
"AFNB Holdings, Inc._Y-6_2021-12-31_English_199882604_2",passed,,American First National Bank,2021,insiders,23937,4028
"AHB Bancshares, Inc._Y-6_2021-12-31_English_199883434",passed,,"AHB Bancshares, Inc.",2021,both,4879,1029
"AHB Bancshares, Inc._Y-6_2021-12-31_English_199883434_2",passed,,"AHB Bancshares, Inc.",2021,both,4928,1029
AMB Financial Corp._Y-6_2021-12-31_English_201392447,passed,,AMB FINANCIAL CORP,2021,both,18930,2510
AMB Financial Corp._Y-6_2021-12-31_English_201392447_2,passed,,AMB FINANCIAL CORP,2021,both,18922,2474
"ANB Bancorp, Inc._Y-6_2021-12-31_English_202037453_2",passed,,"ANB Bancorp, Inc.",2021,both,6050,2931
"ANB Bancorp, Inc._Y-6_2021-12-31_English_202037453_4",passed,,"ANB Bancorp, Inc.",2021,both,6162,2924
ASB Management Corp_Y-6_2021-12-31_English_198121360,passed,,ASB Management Corp.,2021,both,8284,1756
ASB Management Corp_Y-6_2021-12-31_English_198121360_2,passed,,ASB MANAGEMENT CORP.,2021,both,8285,1727
"Adage, LLC_Y-6_2021-12-31_English_202048430",failed,"Expecting ',' delimiter: line 846 column 6 (char 18978)",,,,,
"Adage, LLC_Y-6_2021-12-31_English_202048430_2",failed,"Expecting ',' delimiter: line 902 column 6 (char 18580)",,,,,
"Adam Bank Group, Inc._Y-6_2021-12-31_English_199882549",passed,,"Adam Bank Group, Inc.",2021,both,8264,428
"Adam Bank Group, Inc._Y-6_2021-12-31_English_199882549_2",passed,,"Adam Bank Group, Inc.",2021,both,8264,429
"Adams Bancshares, Inc._Y-6_2021-12-31_English_184404605",failed,Invalid \escape: line 87 column 81 (char 1788),,,,,
"Adams Bancshares, Inc._Y-6_2021-12-31_English_184404605_2",passed,,"Adams Bancshares, Inc.",2021,both,6748,2244
"Adrian Bancshares, Inc._Y-6_2021-12-31_English_201968682",passed,,"Adrian Bancshares, Inc.",2021,both,5137,1978
"Adrian Bancshares, Inc._Y-6_2021-12-31_English_201968682_2",passed,,"Adrian Bancshares, Inc.",2021,both,5137,1916
"AgCom Holdings, Inc._Y-6_2021-12-31_English_201301056",passed,,"AgCom Holdings, Inc.",2021,both,5227,1056
"AgCom Holdings, Inc._Y-6_2021-12-31_English_201301056_2",passed,,"AgCom Holdings, Inc.",2021,both,5228,1091
Agricultural Banking Corporation_Y-6_2021-12-31_English_201304984,passed,,Agricultural Banking Corporation,2021,both,4592,3001
Agricultural Banking Corporation_Y-6_2021-12-31_English_201304984_2,passed,,Agricultural Banking Corporation,2021,both,4609,2965
"Albany Bancshares, Inc._Y-6_2021-12-31_English_199881722",passed,,Albany Bancshares Inc.,2021,both,32336,3704
"Albany Bancshares, Inc._Y-6_2021-12-31_English_199881722_2",passed,,Albany Bancshares Inc.,2021,both,32906,3667
"Albrecht Financial Services, Inc._Y-6_2021-12-31_English_201392440",passed,,"Albrecht Financial Services, Inc.",2021,both,6058,660
"Albrecht Financial Services, Inc._Y-6_2021-12-31_English_201392440_2",passed,,"Albrecht Financial Services, Inc.",2021,both,4880,571
"Alden Bancshares, Inc._Y-6_2021-12-31_English_201978290",passed,,"Alden Bancshares, Inc.",2021,both,10424,1582
"Alden Bancshares, Inc._Y-6_2021-12-31_English_201978290_2",passed,,"Alden Bancshares, Inc.",2021,both,10442,1571
"AliKat Investments, Inc._Y-6_2021-12-31_English_201392387",passed,,"ALIKAT INVESTMENTS, INC.",2021,both,4067,1453
"AliKat Investments, Inc._Y-6_2021-12-31_English_201392387_2",passed,,"ALIKAT INVESTMENTS, INC.",2021,both,4041,1446
"AllNations Bancorporation, Inc._Y-6_2021-12-31_English_202031215",passed,,"ALLNATIONS BANCORPORATION, INC.",2021,both,3710,703
"AllNations Bancorporation, Inc._Y-6_2021-12-31_English_202031215_2",passed,,"ALLNATIONS BANCORPORATION, INC.",2021,both,3710,687
"Allied First Bancorp, Inc._Y-6_2021-12-31_English_202037802_2",passed,,"ALLIED FIRST BANCORP, INC.",2021,both,3895,1865
"Allied First Bancorp, Inc._Y-6_2021-12-31_English_202037802_4",passed,,"ALLIED FIRST BANCORP, INC.",2021,both,3895,1861
Alpine Banks of Colorado_Y-6_2021-12-31_English_202027755,passed,,Alpine Banks of Colorado,2021,both,13826,6876
Alpine Banks of Colorado_Y-6_2021-12-31_English_202027755_2,passed,,Alpine Banks of Colorado,2021,both,23964,4058
"Alton Bancshares, Inc._Y-6_2021-12-31_English_198198958_2",passed,,"Alton Bancshares, Inc.",2021,both,5344,1551
"Alton Bancshares, Inc._Y-6_2021-12-31_English_198198958_4",passed,,"Alton Bancshares, Inc.",2021,both,15616,1500
"Amador Bancshares, Inc._Y-6_2021-12-31_English_199881057",passed,,"AMADOR BANCSHARES, INC.",2021,both,38260,3286
"Amador Bancshares, Inc._Y-6_2021-12-31_English_199881057_2",passed,,"AMADOR BANCSHARES, INC.",2021,both,38197,3285
Amalgamated Investments Company_Y-6_2021-12-31_English_201302747,passed,,AMALGAMATED INVESTMENTS COMPANY,2021,both,25804,1192
Amalgamated Investments Company_Y-6_2021-12-31_English_201302747_2,passed,,AMALGAMATED INVESTMENTS COMPANY,2021,both,16528,1230
Amboy Bancorporation_Y-6_2021-12-31_English_201721810,passed,,AMBOY BANCORPORATION,2021,both,59065,3454
Amboy Bancorporation_Y-6_2021-12-31_English_201721810_2,passed,,AMBOY BANCORPORATION,2021,both,46737,3383
"AmeriServ Financial, Inc._Y-6_2021-12-31_English_194264154",passed,,"AmeriServ Financial, Inc.",2021,both,7843,2116
"American Bancorp of Illinois, Inc._Y-6_2021-12-31_English_202038354_2",passed,,"AMERICAN BANCORP OF ILLINOIS, INC.",2021,both,5016,1086
"American Bancorp of Illinois, Inc._Y-6_2021-12-31_English_202038354_4",passed,,"AMERICAN BANCORP OF ILLINOIS, INC.",2021,both,5012,1086
"American Bancorporation of Minnesota, Inc._Y-6_2021-12-31_English_194107620",passed,,American Bancorporation of Minnesota,2021,both,7974,5082
"American Bancorporation of Minnesota, Inc._Y-6_2021-12-31_English_194107620_2",passed,,American Bancorporation of Minnesota,2021,both,7973,5084
"American Bancshares, Inc._Y-6_2021-12-31_English_202027997",passed,,"American Bancshares, Inc.",2021,both,7554,2467
"American Bancshares, Inc._Y-6_2021-12-31_English_202027997_2",passed,,"American Bancshares, Inc.",2021,both,7518,2473
American Bank Incorporated_Y-6_2021-12-31_English_194276960_1,passed,,American Bank Incorporated,2021,both,5027,2625
American Bank Incorporated_Y-6_2021-12-31_English_194276960_2,passed,,American Bank Incorporated,2021,both,5045,2625
American Continental Bancorp_Y-6_2021-12-31_English_198550659,passed,,American Continental Bancorp,2021,both,24435,893
American Continental Bancorp_Y-6_2021-12-31_English_198550659_2,passed,,American Continental Bancorp,2021,both,24379,894
American Exchange Company_Y-6_2021-12-31_English_201978140,passed,,AMERICAN EXCHANGE COMPANY,2021,both,7033,1149
American Exchange Company_Y-6_2021-12-31_English_201978140_2,passed,,AMERICAN EXCHANGE COMPANY,2021,both,7031,1205
American Midwest Financial Corporation_Y-6_2021-12-31_English_201392358,passed,,American Midwest Financial Corp.,2021,both,5742,1990
American Midwest Financial Corporation_Y-6_2021-12-31_English_201392358_2,passed,,American Midwest Financial Corp.,2021,both,5742,1994
"American National Bancorp, Inc._Y-6_2021-12-31_English_201301037",passed,,AMERICAN NATIONAL BANCORP. INC.,2021,both,11617,6518
