file,status,error,bank_name,year,presence,tokens,out_tokens
1867 Western Financial Corporation_Y-6_2010-12-31_English_7552643_2,failed,Invalid \escape: line 69 column 59 (char 1632),,,,,
1867 Western Financial Corporation_Y-6_2010-12-31_English_7552643_4,passed,,1867 Western Financial Corporation,2010,both,11581,5412
"1889 Bancshares, Inc._Y-6_2010-12-31_English_7936410_2",passed,,"1889 BANCSHARES, INC.",2010,both,12850,1215
"1889 Bancshares, Inc._Y-6_2010-12-31_English_7936410_4",passed,,"1889 BANCSHARES, INC.",2010,both,12882,1211
"1ST SUMMIT BANCORP of Johnstown, Inc._Y-6_2010-12-31_English_7631448_2",passed,,"1ST SUMMIT BANCORP OF JOHNSTOWN, INC.",2010,both,4436,2222
"1ST SUMMIT BANCORP of Johnstown, Inc._Y-6_2010-12-31_English_7631448_4",passed,,"1ST SUMMIT BANCORP OF JOHNSTOWN, INC.",2010,both,4258,2649
"1st Colonial Bancorp, Inc._Y-6_2010-12-31_English_7631451_2",passed,,"1st Colonial National Bancorp, Inc.",2010,insiders,3625,2093
"1st Colonial Bancorp, Inc._Y-6_2010-12-31_English_7631451_4",passed,,"1st Colonial National Bancorp, Inc.",2010,insiders,3695,2115
1st Constitution Bancorp_Y-6_2010-12-31_English_7629129_2,passed,,1st Constitution Bancorp,2010,both,3088,1029
1st Constitution Bancorp_Y-6_2010-12-31_English_7629129_4,passed,,1st Constitution Bancorp,2010,both,3087,1022
1st Financial Services Corporation_Y-6_2010-12-31_English_7614337_2,passed,,1st Financial Services Corporation,2010,both,5127,1868
1st Financial Services Corporation_Y-6_2010-12-31_English_7614337_4,passed,,1st Financial Services Corporation,2010,both,5077,1860
1st Source Corporation_Y-6_2010-12-31_English_6983251_2,passed,,1st Source Corporation,2010,both,15723,3779
1st Source Corporation_Y-6_2010-12-31_English_6983251_4,passed,,1st Source Corporation,2010,both,24418,3779
"1870 Holdings, Inc._Y-6_2010-12-31_English_7604918_2",passed,,"Western Illinois Bancshares, Inc.",2010,both,13668,2119
304 Corporation_Y-6_2010-12-31_English_7935354_2,passed,,304 CORPORATION,2010,both,4735,904
304 Corporation_Y-6_2010-12-31_English_7935354_4,passed,,304 CORPORATION,2010,both,4730,912
"1870 Holdings, Inc._Y-6_2010-12-31_English_7604918_4",passed,,"Western Illinois Bancshares, Inc.",2010,both,13639,2083
1889 Bancorp MHC_Y-6_2010-04-30_English_7724822_1,passed,,1889 Bancorp Mutual Holding Company,2010,insiders,2914,1279
A. F. Gilmore Company_Y-6_2010-12-31_English_7640169_2,passed,,A. F. Gilmore Company,2010,both,17183,2214
1889 Bancorp MHC_Y-6_2010-04-30_English_7724822_2,passed,,1889 Bancorp Mutual Holding Company,2010,insiders,2914,1279
1895 MHC_Y-6_2010-12-31_English_7724811_2,passed,,1895 MNC,2010,insiders,3753,198
A. F. Gilmore Company_Y-6_2010-12-31_English_7640169_4,passed,,A. F. Gilmore Company,2010,both,17174,2163
ABM Holding Company_Y-6_2010-12-31_English_7936911_2,passed,,ABM HOLDING COMPANY,2010,both,4333,1325
1895 MHC_Y-6_2010-12-31_English_7724811_4,passed,,1895 MNC,2010,insiders,3728,4019
ABM Holding Company_Y-6_2010-12-31_English_7936911_4,passed,,ABM HOLDING COMPANY,2010,both,4333,1340
